"","hid","pid","NR_ITW","NR_INTVWR","NR_BLS_SSN","NR_BLS_SSN_SQ","TX_BLS_PTH","FL_BLS_ITM_MDF","TM_BLS_ITM_STRT","TM_BLS_ITM_STRT_chr","MS_BLS_ITM_TM"
"16927",2220,222001,20,"NR_INTVWR_20","SSN_2220",5,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-17 12:18:13,"17FÉVR.2026:12:18:13",106
"16928",2220,222001,20,"NR_INTVWR_20","SSN_2220",6,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-17 12:19:59,"17FÉVR.2026:12:19:59",9
"16929",2220,222001,20,"NR_INTVWR_20","SSN_2220",7,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-17 12:20:08,"17FÉVR.2026:12:20:08",118
"16930",2220,222001,20,"NR_INTVWR_20","SSN_2220",8,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-17 12:22:06,"17FÉVR.2026:12:22:06",75
"16931",2220,222001,20,"NR_INTVWR_20","SSN_2220",9,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-17 12:23:21,"17FÉVR.2026:12:23:21",20
"16932",2220,222001,20,"NR_INTVWR_20","SSN_2220",10,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-17 12:23:41,"17FÉVR.2026:12:23:41",105
"16933",2220,222001,20,"NR_INTVWR_20","SSN_2220",11,"F_INCOME.HY020",0,2026-02-17 12:25:26,"17FÉVR.2026:12:25:26",92
"16934",2220,222001,20,"NR_INTVWR_20","SSN_2220",12,"F_ADMINISTRATION.TX_END",0,2026-02-17 12:26:58,"17FÉVR.2026:12:26:58",80
"16935",2221,222101,21,"NR_INTVWR_21","SSN_2221",1,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-13 10:05:15,"13FÉVR.2026:10:05:15",116
"16936",2221,222101,21,"NR_INTVWR_21","SSN_2221",2,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-13 10:07:11,"13FÉVR.2026:10:07:11",70
"16937",2221,222101,21,"NR_INTVWR_21","SSN_2221",3,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-13 10:08:21,"13FÉVR.2026:10:08:21",70
"16938",2221,222101,21,"NR_INTVWR_21","SSN_2221",4,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-13 10:09:31,"13FÉVR.2026:10:09:31",89
"16939",2221,222101,21,"NR_INTVWR_21","SSN_2221",5,"F_INCOME.HY010",0,2026-02-13 10:11:00,"13FÉVR.2026:10:11:00",15
"16940",2221,222101,21,"NR_INTVWR_21","SSN_2221",6,"F_INCOME.HY020",0,2026-02-13 10:11:15,"13FÉVR.2026:10:11:15",89
"16941",2221,222101,21,"NR_INTVWR_21","SSN_2221",7,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-13 10:12:44,"13FÉVR.2026:10:12:44",18
"16942",2221,222101,21,"NR_INTVWR_21","SSN_2221",8,"F_INCOME.HY010",0,2026-02-13 10:13:02,"13FÉVR.2026:10:13:02",63
"16943",2221,222101,21,"NR_INTVWR_21","SSN_2221",9,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-13 10:14:05,"13FÉVR.2026:10:14:05",102
"16944",2221,222101,21,"NR_INTVWR_21","SSN_2221",10,"F_MODULES.CONSENT",0,2026-02-13 10:15:47,"13FÉVR.2026:10:15:47",41
"16945",2221,222101,21,"NR_INTVWR_21","SSN_2221",11,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-13 10:16:28,"13FÉVR.2026:10:16:28",110
"16946",2222,222201,22,"NR_INTVWR_22","SSN_2222",1,"F_INCOME.HY020",0,2026-02-15 12:26:44,"15FÉVR.2026:12:26:44",73
"16947",2222,222201,22,"NR_INTVWR_22","SSN_2222",2,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-15 12:27:57,"15FÉVR.2026:12:27:57",73
"16948",2222,222201,22,"NR_INTVWR_22","SSN_2222",3,"F_INCOME.HY010",0,2026-02-15 12:29:10,"15FÉVR.2026:12:29:10",26
"16949",2222,222201,22,"NR_INTVWR_22","SSN_2222",4,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-15 12:29:36,"15FÉVR.2026:12:29:36",44
"16950",2222,222201,22,"NR_INTVWR_22","SSN_2222",5,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-15 12:30:20,"15FÉVR.2026:12:30:20",94
"16951",2222,222201,22,"NR_INTVWR_22","SSN_2222",6,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-15 12:31:54,"15FÉVR.2026:12:31:54",75
"16952",2223,222301,23,"NR_INTVWR_23","SSN_2223",1,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-15 11:16:44,"15FÉVR.2026:11:16:44",107
"16953",2223,222301,23,"NR_INTVWR_23","SSN_2223",2,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-15 11:18:31,"15FÉVR.2026:11:18:31",11
"16954",2223,222301,23,"NR_INTVWR_23","SSN_2223",3,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-15 11:18:42,"15FÉVR.2026:11:18:42",22
"16955",2223,222301,23,"NR_INTVWR_23","SSN_2223",4,"F_ADMINISTRATION.TX_END",0,2026-02-15 11:19:04,"15FÉVR.2026:11:19:04",68
"16956",2223,222301,23,"NR_INTVWR_23","SSN_2223",5,"F_INCOME.HY020",0,2026-02-15 11:20:12,"15FÉVR.2026:11:20:12",28
"16957",2223,222301,23,"NR_INTVWR_23","SSN_2223",6,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-15 11:20:40,"15FÉVR.2026:11:20:40",79
"16958",2223,222301,23,"NR_INTVWR_23","SSN_2223",7,"F_INCOME.HY020",0,2026-02-15 11:21:59,"15FÉVR.2026:11:21:59",18
"16959",2223,222301,23,"NR_INTVWR_23","SSN_2223",8,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-15 11:22:17,"15FÉVR.2026:11:22:17",99
"16960",2223,222301,23,"NR_INTVWR_23","SSN_2223",9,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-15 11:23:56,"15FÉVR.2026:11:23:56",41
"16961",2223,222301,23,"NR_INTVWR_23","SSN_2223",10,"F_INCOME.HY020",0,2026-02-15 11:24:37,"15FÉVR.2026:11:24:37",54
"16962",2223,222301,23,"NR_INTVWR_23","SSN_2223",11,"F_MODULES.CONSENT",0,2026-02-15 11:25:31,"15FÉVR.2026:11:25:31",62
"16963",2223,222301,23,"NR_INTVWR_23","SSN_2223",12,"F_INCOME.HY010",0,2026-02-15 11:26:33,"15FÉVR.2026:11:26:33",120
"16964",2224,222401,24,"NR_INTVWR_24","SSN_2224",1,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-19 10:24:00,"19FÉVR.2026:10:24:00",41
"16965",2224,222401,24,"NR_INTVWR_24","SSN_2224",2,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-19 10:24:41,"19FÉVR.2026:10:24:41",21
"16966",2224,222401,24,"NR_INTVWR_24","SSN_2224",3,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-19 10:25:02,"19FÉVR.2026:10:25:02",56
"16967",2224,222401,24,"NR_INTVWR_24","SSN_2224",4,"F_INCOME.HY020",0,2026-02-19 10:25:58,"19FÉVR.2026:10:25:58",71
"16968",2224,222401,24,"NR_INTVWR_24","SSN_2224",5,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-19 10:27:09,"19FÉVR.2026:10:27:09",95
"16969",2225,222501,25,"NR_INTVWR_25","SSN_2225",1,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-18 08:15:31,"18FÉVR.2026:08:15:31",69
"16970",2225,222501,25,"NR_INTVWR_25","SSN_2225",2,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-18 08:16:40,"18FÉVR.2026:08:16:40",78
"16971",2225,222501,25,"NR_INTVWR_25","SSN_2225",3,"F_ADMINISTRATION.TX_END",0,2026-02-18 08:17:58,"18FÉVR.2026:08:17:58",61
"16972",2225,222501,25,"NR_INTVWR_25","SSN_2225",4,"F_ADMINISTRATION.TX_END",0,2026-02-18 08:18:59,"18FÉVR.2026:08:18:59",67
"16973",2225,222501,25,"NR_INTVWR_25","SSN_2225",5,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-18 08:20:06,"18FÉVR.2026:08:20:06",96
"16974",2225,222501,25,"NR_INTVWR_25","SSN_2225",6,"F_ADMINISTRATION.TX_END",0,2026-02-18 08:21:42,"18FÉVR.2026:08:21:42",110
"16975",2226,222601,26,"NR_INTVWR_26","SSN_2226",1,"F_INCOME.HY010",0,2026-02-10 17:41:15,"10FÉVR.2026:17:41:15",88
"16976",2226,222601,26,"NR_INTVWR_26","SSN_2226",2,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-10 17:42:43,"10FÉVR.2026:17:42:43",90
"16977",2226,222601,26,"NR_INTVWR_26","SSN_2226",3,"F_INCOME.HY010",0,2026-02-10 17:44:13,"10FÉVR.2026:17:44:13",62
"16978",2226,222601,26,"NR_INTVWR_26","SSN_2226",4,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-10 17:45:15,"10FÉVR.2026:17:45:15",106
"16979",2226,222601,26,"NR_INTVWR_26","SSN_2226",5,"F_INCOME.HY020",0,2026-02-10 17:47:01,"10FÉVR.2026:17:47:01",27
"16980",2226,222601,26,"NR_INTVWR_26","SSN_2226",6,"F_INCOME.HY020",0,2026-02-10 17:47:28,"10FÉVR.2026:17:47:28",52
"16981",2226,222601,26,"NR_INTVWR_26","SSN_2226",7,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-10 17:48:20,"10FÉVR.2026:17:48:20",102
"16982",2226,222601,26,"NR_INTVWR_26","SSN_2226",8,"F_INCOME.HY010",0,2026-02-10 17:50:02,"10FÉVR.2026:17:50:02",70
"16983",2227,222701,27,"NR_INTVWR_27","SSN_2227",1,"F_INCOME.HY020",0,2026-02-20 17:39:50,"20FÉVR.2026:17:39:50",104
"16984",2227,222701,27,"NR_INTVWR_27","SSN_2227",2,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-20 17:41:34,"20FÉVR.2026:17:41:34",7
"16985",2227,222701,27,"NR_INTVWR_27","SSN_2227",3,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-20 17:41:41,"20FÉVR.2026:17:41:41",118
"16986",2227,222701,27,"NR_INTVWR_27","SSN_2227",4,"F_INCOME.HY010",0,2026-02-20 17:43:39,"20FÉVR.2026:17:43:39",44
"16987",2227,222701,27,"NR_INTVWR_27","SSN_2227",5,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-20 17:44:23,"20FÉVR.2026:17:44:23",37
"16988",2227,222701,27,"NR_INTVWR_27","SSN_2227",6,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-20 17:45:00,"20FÉVR.2026:17:45:00",77
"16989",2227,222701,27,"NR_INTVWR_27","SSN_2227",7,"F_INCOME.HY010",0,2026-02-20 17:46:17,"20FÉVR.2026:17:46:17",117
"16990",2227,222701,27,"NR_INTVWR_27","SSN_2227",8,"F_MODULES.CONSENT",0,2026-02-20 17:48:14,"20FÉVR.2026:17:48:14",90
"16991",2228,222801,28,"NR_INTVWR_28","SSN_2228",1,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-19 17:30:15,"19FÉVR.2026:17:30:15",37
"16992",2228,222801,28,"NR_INTVWR_28","SSN_2228",2,"F_INCOME.HY010",0,2026-02-19 17:30:52,"19FÉVR.2026:17:30:52",24
"16993",2228,222801,28,"NR_INTVWR_28","SSN_2228",3,"F_INCOME.HY010",0,2026-02-19 17:31:16,"19FÉVR.2026:17:31:16",8
"16994",2228,222801,28,"NR_INTVWR_28","SSN_2228",4,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-19 17:31:24,"19FÉVR.2026:17:31:24",100
"16995",2228,222801,28,"NR_INTVWR_28","SSN_2228",5,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-19 17:33:04,"19FÉVR.2026:17:33:04",28
"16996",2228,222801,28,"NR_INTVWR_28","SSN_2228",6,"F_MODULES.CONSENT",0,2026-02-19 17:33:32,"19FÉVR.2026:17:33:32",13
"16997",2228,222801,28,"NR_INTVWR_28","SSN_2228",7,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-19 17:33:45,"19FÉVR.2026:17:33:45",31
"16998",2228,222801,28,"NR_INTVWR_28","SSN_2228",8,"F_MODULES.CONSENT",0,2026-02-19 17:34:16,"19FÉVR.2026:17:34:16",64
"16999",2228,222801,28,"NR_INTVWR_28","SSN_2228",9,"F_MODULES.CONSENT",0,2026-02-19 17:35:20,"19FÉVR.2026:17:35:20",65
"17000",2229,222901,29,"NR_INTVWR_29","SSN_2229",1,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-19 11:34:41,"19FÉVR.2026:11:34:41",104
"17001",2229,222901,29,"NR_INTVWR_29","SSN_2229",2,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-19 11:36:25,"19FÉVR.2026:11:36:25",101
"17002",2229,222901,29,"NR_INTVWR_29","SSN_2229",3,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-19 11:38:06,"19FÉVR.2026:11:38:06",67
"17003",2229,222901,29,"NR_INTVWR_29","SSN_2229",4,"F_INCOME.HY010",0,2026-02-19 11:39:13,"19FÉVR.2026:11:39:13",30
"17004",2230,223001,30,"NR_INTVWR_30","SSN_2230",1,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-15 11:32:04,"15FÉVR.2026:11:32:04",24
"17005",2230,223001,30,"NR_INTVWR_30","SSN_2230",2,"F_MODULES.CONSENT",0,2026-02-15 11:32:28,"15FÉVR.2026:11:32:28",83
"17006",2230,223001,30,"NR_INTVWR_30","SSN_2230",3,"F_MODULES.CONSENT",0,2026-02-15 11:33:51,"15FÉVR.2026:11:33:51",116
"17007",2230,223001,30,"NR_INTVWR_30","SSN_2230",4,"F_ADMINISTRATION.TX_END",0,2026-02-15 11:35:47,"15FÉVR.2026:11:35:47",112
"17008",2230,223001,30,"NR_INTVWR_30","SSN_2230",5,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-15 11:37:39,"15FÉVR.2026:11:37:39",14
"17009",2230,223001,30,"NR_INTVWR_30","SSN_2230",6,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-15 11:37:53,"15FÉVR.2026:11:37:53",24
"17010",2230,223001,30,"NR_INTVWR_30","SSN_2230",7,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-15 11:38:17,"15FÉVR.2026:11:38:17",51
"17011",2230,223001,30,"NR_INTVWR_30","SSN_2230",8,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-15 11:39:08,"15FÉVR.2026:11:39:08",59
"17012",2230,223001,30,"NR_INTVWR_30","SSN_2230",9,"F_ADMINISTRATION.TX_END",0,2026-02-15 11:40:07,"15FÉVR.2026:11:40:07",42
"17013",2230,223001,30,"NR_INTVWR_30","SSN_2230",10,"F_MODULES.CONSENT",0,2026-02-15 11:40:49,"15FÉVR.2026:11:40:49",55
"17014",2231,223101,31,"NR_INTVWR_31","SSN_2231",1,"F_INCOME.HY010",0,2026-02-11 09:44:08,"11FÉVR.2026:09:44:08",47
"17015",2231,223101,31,"NR_INTVWR_31","SSN_2231",2,"F_ADMINISTRATION.TX_END",0,2026-02-11 09:44:55,"11FÉVR.2026:09:44:55",29
"17016",2231,223101,31,"NR_INTVWR_31","SSN_2231",3,"F_ADMINISTRATION.TX_END",0,2026-02-11 09:45:24,"11FÉVR.2026:09:45:24",43
"17017",2231,223101,31,"NR_INTVWR_31","SSN_2231",4,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-11 09:46:07,"11FÉVR.2026:09:46:07",67
"17018",2231,223101,31,"NR_INTVWR_31","SSN_2231",5,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-11 09:47:14,"11FÉVR.2026:09:47:14",24
"17019",2231,223101,31,"NR_INTVWR_31","SSN_2231",6,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-11 09:47:38,"11FÉVR.2026:09:47:38",105
"17020",2232,223201,32,"NR_INTVWR_32","SSN_2232",1,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-14 12:35:17,"14FÉVR.2026:12:35:17",38
"17021",2232,223201,32,"NR_INTVWR_32","SSN_2232",2,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-14 12:35:55,"14FÉVR.2026:12:35:55",34
"17022",2232,223201,32,"NR_INTVWR_32","SSN_2232",3,"F_ADMINISTRATION.TX_END",0,2026-02-14 12:36:29,"14FÉVR.2026:12:36:29",60
"17023",2233,223301,33,"NR_INTVWR_33","SSN_2233",1,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-16 12:53:22,"16FÉVR.2026:12:53:22",58
"17024",2233,223301,33,"NR_INTVWR_33","SSN_2233",2,"F_INCOME.HY010",0,2026-02-16 12:54:20,"16FÉVR.2026:12:54:20",10
"17025",2233,223301,33,"NR_INTVWR_33","SSN_2233",3,"F_MODULES.CONSENT",0,2026-02-16 12:54:30,"16FÉVR.2026:12:54:30",91
"17026",2233,223301,33,"NR_INTVWR_33","SSN_2233",4,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-16 12:56:01,"16FÉVR.2026:12:56:01",35
"17027",2233,223301,33,"NR_INTVWR_33","SSN_2233",5,"F_INCOME.HY020",0,2026-02-16 12:56:36,"16FÉVR.2026:12:56:36",13
"17028",2233,223301,33,"NR_INTVWR_33","SSN_2233",6,"F_INCOME.HY020",0,2026-02-16 12:56:49,"16FÉVR.2026:12:56:49",70
"17029",2233,223301,33,"NR_INTVWR_33","SSN_2233",7,"F_INCOME.HY010",0,2026-02-16 12:57:59,"16FÉVR.2026:12:57:59",53
"17030",2233,223301,33,"NR_INTVWR_33","SSN_2233",8,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-16 12:58:52,"16FÉVR.2026:12:58:52",26
"17031",2233,223301,33,"NR_INTVWR_33","SSN_2233",9,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-16 12:59:18,"16FÉVR.2026:12:59:18",87
"17032",2233,223301,33,"NR_INTVWR_33","SSN_2233",10,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-16 13:00:45,"16FÉVR.2026:13:00:45",70
"17033",2234,223401,34,"NR_INTVWR_34","SSN_2234",1,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-17 13:20:48,"17FÉVR.2026:13:20:48",110
"17034",2234,223401,34,"NR_INTVWR_34","SSN_2234",2,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-17 13:22:38,"17FÉVR.2026:13:22:38",5
"17035",2234,223401,34,"NR_INTVWR_34","SSN_2234",3,"F_INCOME.HY020",0,2026-02-17 13:22:43,"17FÉVR.2026:13:22:43",17
"17036",2234,223401,34,"NR_INTVWR_34","SSN_2234",4,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-17 13:23:00,"17FÉVR.2026:13:23:00",37
"17037",2234,223401,34,"NR_INTVWR_34","SSN_2234",5,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-17 13:23:37,"17FÉVR.2026:13:23:37",120
"17038",2234,223401,34,"NR_INTVWR_34","SSN_2234",6,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-17 13:25:37,"17FÉVR.2026:13:25:37",58
"17039",2234,223401,34,"NR_INTVWR_34","SSN_2234",7,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-17 13:26:35,"17FÉVR.2026:13:26:35",38
"17040",2234,223401,34,"NR_INTVWR_34","SSN_2234",8,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-17 13:27:13,"17FÉVR.2026:13:27:13",65
"17041",2235,223501,35,"NR_INTVWR_35","SSN_2235",1,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-13 10:33:07,"13FÉVR.2026:10:33:07",20
"17042",2235,223501,35,"NR_INTVWR_35","SSN_2235",2,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-13 10:33:27,"13FÉVR.2026:10:33:27",52
"17043",2235,223501,35,"NR_INTVWR_35","SSN_2235",3,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-13 10:34:19,"13FÉVR.2026:10:34:19",76
"17044",2235,223501,35,"NR_INTVWR_35","SSN_2235",4,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-13 10:35:35,"13FÉVR.2026:10:35:35",90
"17045",2236,223601,36,"NR_INTVWR_36","SSN_2236",1,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-11 10:35:21,"11FÉVR.2026:10:35:21",86
"17046",2236,223601,36,"NR_INTVWR_36","SSN_2236",2,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-11 10:36:47,"11FÉVR.2026:10:36:47",63
"17047",2236,223601,36,"NR_INTVWR_36","SSN_2236",3,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-11 10:37:50,"11FÉVR.2026:10:37:50",74
"17048",2236,223601,36,"NR_INTVWR_36","SSN_2236",4,"F_INCOME.HY010",0,2026-02-11 10:39:04,"11FÉVR.2026:10:39:04",93
"17049",2236,223601,36,"NR_INTVWR_36","SSN_2236",5,"F_INCOME.HY020",0,2026-02-11 10:40:37,"11FÉVR.2026:10:40:37",55
"17050",2236,223601,36,"NR_INTVWR_36","SSN_2236",6,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-11 10:41:32,"11FÉVR.2026:10:41:32",99
"17051",2236,223601,36,"NR_INTVWR_36","SSN_2236",7,"F_INCOME.HY020",0,2026-02-11 10:43:11,"11FÉVR.2026:10:43:11",51
"17052",2236,223601,36,"NR_INTVWR_36","SSN_2236",8,"F_ADMINISTRATION.TX_END",0,2026-02-11 10:44:02,"11FÉVR.2026:10:44:02",43
"17053",2236,223601,36,"NR_INTVWR_36","SSN_2236",9,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-11 10:44:45,"11FÉVR.2026:10:44:45",21
"17054",2236,223601,36,"NR_INTVWR_36","SSN_2236",10,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-11 10:45:06,"11FÉVR.2026:10:45:06",72
"17055",2236,223601,36,"NR_INTVWR_36","SSN_2236",11,"F_INCOME.HY020",0,2026-02-11 10:46:18,"11FÉVR.2026:10:46:18",47
"17056",2236,223601,36,"NR_INTVWR_36","SSN_2236",12,"F_INCOME.HY020",0,2026-02-11 10:47:05,"11FÉVR.2026:10:47:05",60
"17057",2237,223701,37,"NR_INTVWR_37","SSN_2237",1,"F_INCOME.HY020",0,2026-02-11 17:53:23,"11FÉVR.2026:17:53:23",115
"17058",2237,223701,37,"NR_INTVWR_37","SSN_2237",2,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-11 17:55:18,"11FÉVR.2026:17:55:18",98
"17059",2237,223701,37,"NR_INTVWR_37","SSN_2237",3,"F_ADMINISTRATION.TX_END",0,2026-02-11 17:56:56,"11FÉVR.2026:17:56:56",39
"17060",2237,223701,37,"NR_INTVWR_37","SSN_2237",4,"F_MODULES.CONSENT",0,2026-02-11 17:57:35,"11FÉVR.2026:17:57:35",89
"17061",2237,223701,37,"NR_INTVWR_37","SSN_2237",5,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-11 17:59:04,"11FÉVR.2026:17:59:04",17
"17062",2237,223701,37,"NR_INTVWR_37","SSN_2237",6,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-11 17:59:21,"11FÉVR.2026:17:59:21",62
"17063",2237,223701,37,"NR_INTVWR_37","SSN_2237",7,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-11 18:00:23,"11FÉVR.2026:18:00:23",63
"17064",2237,223701,37,"NR_INTVWR_37","SSN_2237",8,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-11 18:01:26,"11FÉVR.2026:18:01:26",78
"17065",2237,223701,37,"NR_INTVWR_37","SSN_2237",9,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-11 18:02:44,"11FÉVR.2026:18:02:44",37
"17066",2237,223701,37,"NR_INTVWR_37","SSN_2237",10,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-11 18:03:21,"11FÉVR.2026:18:03:21",9
"17067",2237,223701,37,"NR_INTVWR_37","SSN_2237",11,"F_INCOME.HY010",0,2026-02-11 18:03:30,"11FÉVR.2026:18:03:30",62
"17068",2237,223701,37,"NR_INTVWR_37","SSN_2237",12,"F_ADMINISTRATION.TX_END",0,2026-02-11 18:04:32,"11FÉVR.2026:18:04:32",115
"17069",2238,223801,38,"NR_INTVWR_38","SSN_2238",1,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-14 15:06:37,"14FÉVR.2026:15:06:37",119
"17070",2238,223801,38,"NR_INTVWR_38","SSN_2238",2,"F_ADMINISTRATION.TX_END",0,2026-02-14 15:08:36,"14FÉVR.2026:15:08:36",58
"17071",2238,223801,38,"NR_INTVWR_38","SSN_2238",3,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-14 15:09:34,"14FÉVR.2026:15:09:34",43
"17072",2238,223801,38,"NR_INTVWR_38","SSN_2238",4,"F_MODULES.CONSENT",0,2026-02-14 15:10:17,"14FÉVR.2026:15:10:17",73
"17073",2238,223801,38,"NR_INTVWR_38","SSN_2238",5,"F_MODULES.CONSENT",0,2026-02-14 15:11:30,"14FÉVR.2026:15:11:30",12
"17074",2238,223801,38,"NR_INTVWR_38","SSN_2238",6,"F_MODULES.CONSENT",0,2026-02-14 15:11:42,"14FÉVR.2026:15:11:42",38
"17075",2238,223801,38,"NR_INTVWR_38","SSN_2238",7,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-14 15:12:20,"14FÉVR.2026:15:12:20",50
"17076",2238,223801,38,"NR_INTVWR_38","SSN_2238",8,"F_INCOME.HY010",0,2026-02-14 15:13:10,"14FÉVR.2026:15:13:10",75
"17077",2238,223801,38,"NR_INTVWR_38","SSN_2238",9,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-14 15:14:25,"14FÉVR.2026:15:14:25",28
"17078",2238,223801,38,"NR_INTVWR_38","SSN_2238",10,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-14 15:14:53,"14FÉVR.2026:15:14:53",21
"17079",2238,223801,38,"NR_INTVWR_38","SSN_2238",11,"F_MODULES.CONSENT",0,2026-02-14 15:15:14,"14FÉVR.2026:15:15:14",95
"17080",2239,223901,39,"NR_INTVWR_39","SSN_2239",1,"F_INCOME.HY020",0,2026-02-19 16:29:00,"19FÉVR.2026:16:29:00",67
"17081",2239,223901,39,"NR_INTVWR_39","SSN_2239",2,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-19 16:30:07,"19FÉVR.2026:16:30:07",119
"17082",2239,223901,39,"NR_INTVWR_39","SSN_2239",3,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-19 16:32:06,"19FÉVR.2026:16:32:06",86
"17083",2239,223901,39,"NR_INTVWR_39","SSN_2239",4,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-19 16:33:32,"19FÉVR.2026:16:33:32",8
"17084",2239,223901,39,"NR_INTVWR_39","SSN_2239",5,"F_INCOME.HY020",0,2026-02-19 16:33:40,"19FÉVR.2026:16:33:40",30
