HB010,HB020,HB030,HB050,HB060,HB100,HY010,HY020,HY022,HY023,HY025,HY030N,HY081N,HY100N,HY131N,HY145N,HY170N,HY030G,HY040G,HY050G,HY060G,HY070G,HY080G,HY081G,HY090G,HY100G,HY110G,HY120G,HY130G,HY131G,HY140G,HY170G,HS011,HS021,HS031,HS040,HS050,HS060,HS070,HS080,HS090,HS100,HS110,HS120,HS130,HS140,HS150,HS160,HS170,HS180,HS190,HH010,HH021,HH030,HH040,HH050,HH060,HH061,HH070,HH071,HH081,HH091,HX010,HX040,HX050,HX060,HX070,HX080,HX090,HX120,HC010,HC020,HC030,HC040,HC050,HC060,HC070,HC080,HC090,HC100,HC110,HC120,HC130,HC140,HC150,HC160,DB040,NR_ITW
2012,BE,46407,3,2012,29,1011,-6171,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,997,NA,14,NA,0,0,0,NA,7182,NA,NA,3,NA,1,1,1,1,1,1,1,3,5,NA,1,1,2,2,2,2,1,1,4,2,1,NA,NA,284.42,756.47,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,180,1,1,2,1,1,4,3,3,3,4,3,NA,3,NA,BE24,BE24-3
2012,BE,46412,2,2012,4,8200,6309,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,245,NA,0,0,0,NA,1892,NA,2,3,3,2,1,1,1,1,3,1,2,4,1300,1,NA,2,2,2,2,1,2,5,2,1,NA,NA,351,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,85,1,1,1,1,1,3,4,3,1,4,3,3,3,NA,BE24,BE24-2
2012,BE,46420,2,2012,17,22587,20166,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,1,NA,0,0,0,NA,2421,NA,3,3,3,1,1,1,1,1,1,1,1,2,2600,1,NA,2,2,1,2,NA,2,4,2,1,700,NA,586.51,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,90,1,1,1,1,1,3,2,3,2,3,3,3,3,4,BE24,BE24-4
2012,BE,46494,2,2012,12,29765,24033,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,41,NA,0,0,0,NA,5731,NA,NA,3,3,1,1,1,1,1,1,1,1,5,6000,1,NA,2,1,2,1,2,1,6,2,1,NA,NA,368.33,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,60,1,1,1,1,1,4,2,3,4,3,3,3,3,NA,BE24,BE24-4
2012,BE,46496,2,2012,21,62853,48637,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5487,0,1715,NA,0,NA,0,0,0,NA,14216,NA,NA,3,NA,1,1,1,1,1,1,1,1,6,2000,1,NA,1,2,2,2,1,3,6,2,1,NA,NA,565.75,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,100,1,1,1,1,1,4,3,2,3,4,3,NA,3,NA,BE24,BE24-2
2012,BE,46507,1,2012,34,16952,25320,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,29,NA,0,0,0,NA,-8369,NA,NA,3,3,1,1,1,1,1,3,1,1,1,1650,2,NA,2,2,2,2,3,1,4,2,1,NA,NA,645,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,140,1,1,1,NA,2,3,4,3,2,3,3,NA,3,NA,BE24,BE24-5
2012,BE,46541,2,2012,19,21441,-3920,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,25361,NA,3,3,3,1,1,1,1,1,1,1,3,5,2344,2,NA,2,2,2,2,1,2,6,2,1,NA,NA,353.17,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,2,140,1,1,1,2,1,3,3,3,1,3,3,NA,3,NA,BE24,BE24-4
2012,BE,46550,1,2012,6,15570,14192,333,333,NA,NA,NA,NA,NA,NA,NA,NA,333,0,0,0,0,NA,15,NA,0,0,0,NA,1379,NA,NA,3,3,1,1,1,1,1,3,1,1,3,3700,3,2,2,2,1,2,1,2,5,1,1,NA,NA,900,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,95,1,1,1,1,2,3,4,3,3,2,3,NA,3,NA,BE24,BE24-3
2012,BE,46558,2,2012,43,10953,10930,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,829,NA,0,0,0,NA,22,NA,3,3,NA,1,1,1,1,2,1,1,2,5,800,2,NA,2,2,2,2,2,1,6,2,1,303,NA,951.54,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,85,1,1,1,1,1,4,3,3,3,4,4,NA,3,NA,BE24,BE24-4
2012,BE,46588,2,2012,16,14899,14956,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,360,NA,0,0,0,NA,-58,NA,3,3,NA,2,1,2,1,1,1,1,1,4,1200,1,NA,2,2,2,2,3,2,5,2,1,NA,NA,480,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,2,140,NA,2,1,1,1,3,4,4,4,4,3,NA,3,NA,BE24,BE24-1
2012,BE,46608,1,2012,16,10503,9264,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,3078,NA,0,0,0,NA,1239,NA,3,3,3,2,1,1,1,1,1,1,3,3,3000,3,NA,2,1,2,2,2,1,NA,2,1,NA,NA,1042.01,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,90,1,1,2,1,1,4,3,2,2,4,3,NA,3,NA,BE24,BE24-5
2012,BE,46621,2,2012,25,61692,29214,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,32478,NA,NA,3,NA,1,1,2,1,1,2,1,1,4,2000,1,NA,2,2,2,2,1,2,6,2,1,NA,NA,599.25,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,1,220,1,1,2,1,1,4,3,4,4,3,4,NA,3,NA,BE24,BE24-2
2012,BE,46629,4,2012,15,36031,2629,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,199,NA,0,0,0,NA,33402,NA,NA,3,3,1,1,1,1,1,3,1,3,5,3000,1,NA,2,2,2,2,1,1,6,2,1,NA,NA,1798.47,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,88,1,1,1,1,1,4,4,3,3,3,3,NA,3,NA,BE24,BE24-2
2012,BE,46632,2,2012,NA,47663,46847,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,133,NA,0,0,0,NA,817,NA,NA,3,NA,1,1,1,1,1,2,1,1,1,3000,1,NA,1,1,2,2,2,2,6,2,1,NA,NA,442.25,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,88,1,1,1,1,1,4,3,3,3,3,3,NA,3,NA,BE24,BE24-4
2012,BE,46634,2,2012,26,14467,14155,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,311,NA,NA,2,NA,2,1,1,1,1,1,1,2,5,1500,3,1,2,2,1,2,1,1,2,2,1,NA,NA,675,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,90,1,1,1,1,1,4,4,4,1,4,3,NA,3,NA,BE24,BE24-5
2012,BE,46646,2,2012,19,82872,81702,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,1170,NA,3,3,3,1,1,1,1,1,1,1,1,2,3600,2,NA,2,2,1,2,2,2,6,2,1,NA,NA,428.62,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,200,1,1,1,1,2,4,3,2,3,4,4,3,3,NA,BE24,BE24-4
2012,BE,46654,2,2012,23,19452,14591,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,387,NA,0,0,0,NA,4860,NA,NA,3,3,1,1,2,1,1,1,1,1,5,3000,2,NA,NA,2,2,2,2,2,5,2,1,NA,NA,809,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,300,1,1,1,1,1,3,3,2,3,4,4,NA,3,NA,BE24,BE24-3
2012,BE,46656,1,2012,14,24540,23694,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,15455,NA,66,NA,0,0,0,NA,846,NA,NA,3,NA,2,1,1,1,1,2,1,3,5,2500,1,NA,2,2,2,2,4,2,6,2,1,NA,NA,1138.25,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,250,1,1,1,1,1,4,3,4,1,4,3,4,3,NA,BE24,BE24-4
2012,BE,46659,2,2012,14,55156,54399,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,5855,NA,0,0,0,NA,757,NA,NA,3,3,1,1,1,1,1,1,1,2,2,2500,3,NA,2,2,1,2,1,1,6,2,1,NA,NA,883.23,806.8,1,1,NA,1,1,NA,NA,NA,NA,NA,2,200,1,1,1,1,1,4,4,3,3,1,3,3,3,NA,BE24,BE24-2
2012,BE,46676,2,2012,25,0,-96,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,9,NA,87,NA,NA,3,NA,1,1,1,1,1,1,1,1,2,750,2,NA,2,2,1,1,2,3,5,2,1,1225,NA,466,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,200,1,1,1,1,1,4,1,3,2,3,3,NA,3,NA,BE24,BE24-3
2012,BE,46697,1,2012,11,11397,14825,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,68,NA,0,0,0,NA,-3428,NA,NA,3,NA,1,1,1,1,1,1,1,1,5,2000,1,1,2,1,2,2,2,2,NA,1,1,NA,NA,854.5,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,200,1,1,1,1,1,3,3,2,3,1,3,NA,3,NA,BE24,BE24-4
2012,BE,46712,2,2012,35,216,133,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,216,NA,0,0,0,NA,84,NA,3,3,NA,1,1,1,1,1,3,1,2,6,1000,2,NA,2,2,2,1,3,1,6,2,1,NA,NA,587.37,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,170,1,1,1,1,1,3,2,3,4,3,3,3,3,NA,BE24,BE24-2
2012,BE,46730,2,2012,24,18915,6220,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,149,NA,0,0,4299,NA,8395,NA,NA,3,NA,1,1,2,1,1,1,1,1,1,2000,3,NA,2,2,2,2,1,2,6,1,2,NA,NA,996.19,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,160,1,1,1,1,1,4,2,2,4,2,3,4,3,NA,BE24,BE24-3
2012,BE,46736,2,2012,27,31882,27171,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,4711,NA,NA,3,NA,1,1,1,1,1,1,1,1,6,3000,1,2,2,2,2,2,2,3,3,1,1,NA,NA,887.4,906.35,1,1,NA,1,1,NA,NA,NA,NA,NA,2,280,1,1,1,1,1,4,2,3,2,3,2,4,3,NA,BE24,BE24-1
2012,BE,46737,2,2012,25,141,-1247,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,141,NA,0,0,0,NA,1388,NA,3,3,NA,2,1,2,1,1,1,1,1,4,1000,1,3,2,2,2,2,1,5,NA,1,1,NA,NA,194.8,306.47,1,1,NA,1,1,NA,NA,NA,NA,NA,2,88,1,1,1,1,1,3,4,4,2,1,3,4,3,NA,BE24,BE24-5
2012,BE,46747,2,2012,8,16491,8587,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,904,NA,0,0,0,NA,7904,NA,3,3,NA,1,1,1,1,1,1,1,2,5,3000,1,NA,2,1,2,2,4,2,4,1,1,390,NA,688.26,462.04,1,1,NA,1,1,NA,NA,NA,NA,NA,2,180,1,1,1,1,1,4,3,3,2,4,3,NA,3,NA,BE24,BE24-5
2012,BE,46755,2,2012,12,8750,2887,222,222,NA,NA,NA,NA,NA,NA,NA,NA,222,0,0,0,0,NA,33,NA,0,0,0,NA,5863,NA,NA,3,3,1,1,1,1,1,1,1,1,1,3500,3,1,2,2,1,1,3,4,5,2,1,NA,NA,422.79,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,160,1,1,1,2,1,3,3,4,3,3,3,NA,3,NA,BE24,BE24-4
2012,BE,46811,2,2012,12,11003,8669,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,532,NA,0,0,0,NA,2335,NA,2,3,3,1,1,1,1,1,1,1,1,2,5216,3,NA,2,2,2,2,1,2,6,2,1,NA,NA,391.75,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,88,1,1,1,1,1,4,4,4,4,4,3,2,2,NA,BE24,BE24-5
2012,BE,46846,4,2012,26,58792,54334,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16719,0,3344,NA,557,NA,0,0,0,NA,4457,NA,3,3,NA,1,1,1,1,1,1,1,2,5,2800,3,2,2,2,2,2,3,2,6,2,1,1200,NA,280,283.29,1,1,NA,1,1,NA,NA,NA,NA,NA,2,108,1,1,1,1,1,3,4,4,4,4,3,NA,3,NA,BE24,BE24-4
2012,BE,46853,2,2012,24,0,-901,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,901,NA,3,3,NA,1,1,1,1,1,1,1,1,1,4200,2,2,2,2,2,2,4,1,6,2,1,363,NA,714.67,229.53,1,1,NA,1,1,NA,NA,NA,NA,NA,2,150,1,1,1,1,1,3,3,1,3,3,3,NA,3,NA,BE24,BE24-2
2012,BE,46869,2,2012,47,80210,46996,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,384,NA,0,0,0,NA,33214,NA,NA,3,NA,1,1,1,1,1,1,1,1,1,NA,1,NA,2,2,2,2,3,1,5,1,1,NA,NA,1138.25,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,110,1,1,1,1,1,3,3,3,2,4,3,NA,3,NA,BE24,BE24-2
2012,BE,46881,1,2012,20,26194,25865,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,43,NA,0,0,0,NA,329,NA,3,3,NA,1,1,1,1,1,3,1,1,1,1400,3,NA,2,1,2,2,3,1,4,1,1,NA,NA,237.75,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,150,1,1,2,1,1,3,3,3,3,4,4,NA,3,NA,BE24,BE24-2
2012,BE,46889,2,2012,10,17788,25864,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,175,NA,0,0,0,NA,-8076,NA,3,3,NA,2,1,1,1,1,1,1,3,1,2000,3,NA,2,1,2,2,3,1,4,1,2,NA,NA,503.48,474.21,1,1,NA,1,1,NA,NA,NA,NA,NA,2,128,1,1,1,1,1,3,2,3,3,4,3,NA,3,NA,BE24,BE24-5
2012,BE,46896,2,2012,31,45639,45615,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,1269,NA,0,0,0,NA,24,NA,NA,3,3,1,1,1,1,1,1,1,1,5,3000,3,NA,1,2,2,2,1,1,2,2,1,NA,NA,367.01,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,35,1,1,1,2,1,4,2,3,3,3,3,NA,3,NA,BE24,BE24-2
2012,BE,46899,2,2012,18,23491,14847,1455,1455,NA,NA,NA,NA,NA,NA,NA,NA,1455,0,0,0,0,NA,242,NA,0,0,0,NA,8645,NA,NA,3,NA,1,1,1,1,1,1,1,1,5,2500,3,NA,2,2,1,2,1,2,6,2,1,390,NA,529.62,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,350,1,1,1,1,1,2,3,3,1,4,3,3,3,NA,BE24,BE24-3
2012,BE,46911,4,2012,16,17632,13555,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,117,NA,0,0,0,NA,4077,NA,3,3,3,1,1,1,1,1,1,1,1,6,5000,3,NA,1,1,1,2,2,3,4,2,2,700,NA,875.38,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,150,1,1,1,1,1,4,3,2,2,1,3,NA,2,NA,BE24,BE24-3
2012,BE,46925,4,2012,19,36,-128,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,36,NA,0,0,4,NA,159,NA,3,3,3,2,1,1,1,1,1,1,1,3,2000,2,NA,2,2,2,2,2,2,6,1,1,268,NA,560,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,90,1,1,1,1,1,3,4,4,2,4,4,NA,3,NA,BE24,BE24-4
2012,BE,46940,2,2012,10,19588,18103,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,52,NA,0,0,0,NA,1485,NA,3,3,3,1,2,2,1,1,1,1,2,6,3000,2,NA,2,2,2,2,1,3,6,2,1,NA,NA,295.03,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,120,1,1,1,1,1,4,4,3,4,2,3,NA,3,NA,BE24,BE24-2
2012,BE,46950,2,2012,14,143942,131225,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,11484,NA,0,NA,0,0,0,NA,12716,NA,3,3,3,2,2,1,1,1,1,3,3,5,2500,3,NA,1,2,2,1,1,1,5,2,1,NA,NA,577.53,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,88,1,1,1,1,1,4,3,2,3,4,4,NA,3,NA,BE24,BE24-3
2012,BE,46952,2,2012,21,41,32,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,41,NA,0,0,1,NA,8,NA,3,3,NA,1,1,1,1,1,1,1,1,1,3000,1,NA,2,1,2,2,3,1,4,2,1,NA,NA,304.38,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,230,1,1,1,1,1,4,4,3,3,4,4,3,3,NA,BE24,BE24-4
2012,BE,46969,2,2012,25,19086,4725,4220,4220,NA,NA,NA,NA,NA,NA,NA,NA,4220,0,0,0,0,NA,0,NA,0,0,0,NA,14360,NA,NA,3,3,1,1,1,1,1,1,1,1,2,2900,1,NA,2,2,2,2,3,1,4,1,1,NA,NA,547.83,NA,1,3,NA,1,1,NA,NA,NA,NA,NA,2,82,1,1,1,1,1,2,3,3,3,3,3,NA,3,NA,BE24,BE24-3
2012,BE,46977,2,2012,16,19151,19090,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4955,0,1548,NA,0,NA,0,0,0,NA,61,NA,NA,3,NA,1,1,1,1,1,1,3,2,6,2500,3,NA,2,2,2,2,3,1,4,1,1,NA,NA,606,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,1,80,1,2,1,1,1,3,3,4,3,4,4,NA,3,NA,BE24,BE24-3
2012,BE,47048,3,2012,18,15,-1068,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,15,NA,0,0,0,NA,1084,NA,3,3,NA,2,1,1,1,1,1,3,1,6,1500,1,NA,1,2,2,2,1,3,4,2,1,NA,NA,548,149.12,1,1,NA,1,1,NA,NA,NA,NA,NA,2,86,1,1,1,1,1,3,2,3,3,2,4,2,3,NA,BE24,BE24-4
2012,BE,47052,1,2012,15,0,-100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,100,NA,NA,3,NA,1,1,1,1,1,1,1,2,5,3000,1,NA,1,1,1,2,1,3,6,2,1,700,NA,165.17,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,1,300,1,1,1,1,1,4,3,2,3,4,2,4,3,NA,BE24,BE24-5
2012,BE,47060,2,2012,17,14424,-188,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,26,NA,0,0,0,NA,14612,NA,3,2,NA,1,1,2,1,1,1,1,1,2,1200,1,1,2,NA,2,2,3,2,5,2,1,325,NA,723.5,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,120,1,1,1,1,1,4,4,4,3,4,3,NA,2,NA,BE24,BE24-1
2012,BE,47067,2,2012,41,26924,25861,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,132,NA,0,0,0,NA,1064,NA,1,3,NA,1,1,1,1,1,1,1,1,3,10000,1,NA,2,2,1,2,3,3,5,2,2,363,NA,384,1179.28,1,1,NA,1,1,NA,NA,NA,NA,NA,2,200,1,1,3,1,1,4,3,3,4,4,3,NA,3,NA,BE24,BE24-2
2012,BE,47069,2,2012,12,35502,31766,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,162,NA,0,0,0,NA,3736,NA,3,3,NA,1,1,1,1,1,1,1,2,2,3000,2,NA,2,2,2,2,1,2,4,2,1,550,NA,1696.41,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,130,1,1,1,1,1,4,2,3,2,4,3,3,3,NA,BE24,BE24-3
2012,BE,47070,1,2012,27,79118,67928,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,331,NA,0,0,0,NA,11190,NA,NA,3,NA,2,1,2,1,1,3,1,1,5,2500,1,NA,2,2,2,2,4,1,2,2,2,NA,NA,1798.47,1610.62,1,1,NA,1,1,NA,NA,NA,NA,NA,2,250,1,1,1,1,1,4,4,4,1,3,4,NA,3,NA,BE24,BE24-4
2012,BE,47075,3,2012,16,51755,39005,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,12750,NA,NA,3,NA,1,1,1,1,1,2,3,3,1,1800,2,NA,2,1,1,1,4,1,5,2,1,NA,NA,442.25,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,250,1,1,1,1,1,4,4,3,3,3,4,NA,3,NA,BE24,BE24-3
2012,BE,47090,1,2012,10,23110,23149,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,-38,NA,3,3,NA,1,2,1,1,1,1,1,1,5,3500,3,NA,2,2,1,2,2,2,5,2,2,NA,NA,384,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,120,1,1,1,1,1,2,3,1,3,3,3,3,3,NA,BE24,BE24-4
2012,BE,47100,2,2012,8,8928,7621,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,316,NA,0,0,0,NA,1307,NA,3,3,3,1,1,2,1,1,1,1,1,5,2800,2,2,2,1,2,2,1,2,4,2,1,NA,NA,599.25,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,50,1,1,1,1,2,4,3,3,3,4,3,NA,3,NA,BE24,BE24-3
2012,BE,47114,2,2012,57,10114,7198,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,163,NA,0,0,0,NA,2915,NA,NA,3,3,1,1,2,1,1,1,2,1,3,4200,1,NA,2,1,2,2,1,2,6,1,1,NA,NA,409.83,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,180,1,1,1,2,1,4,4,2,3,1,3,3,2,NA,BE24,BE24-2
2012,BE,47133,2,2012,43,0,-863,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,863,NA,NA,3,NA,1,1,1,1,1,1,1,1,3,2000,3,NA,2,2,2,2,2,1,5,2,1,NA,NA,275,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,1,120,1,1,1,1,1,3,3,2,3,4,2,NA,3,NA,BE24,BE24-2
2012,BE,47146,2,2012,19,13813,8058,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,54,NA,0,0,0,NA,5755,NA,3,3,NA,2,1,2,1,1,1,1,1,1,10000,3,NA,2,2,2,2,1,1,4,2,1,NA,NA,1743.15,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,1,125,1,1,1,1,1,4,4,3,4,1,3,4,3,NA,BE24,BE24-5
2012,BE,47201,2,2012,14,50644,50229,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2365,NA,112,NA,0,0,0,NA,415,NA,NA,3,3,1,1,1,1,1,1,1,1,3,2000,3,NA,2,2,2,2,1,3,6,2,1,NA,NA,512.82,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,140,1,1,1,1,2,4,2,4,2,2,3,2,3,NA,BE24,BE24-3
2012,BE,47205,1,2012,23,35517,40792,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,-5275,NA,NA,3,NA,1,2,1,1,1,1,1,1,6,3000,3,NA,2,2,1,1,4,1,2,2,1,NA,NA,425.14,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,250,1,1,1,1,1,4,3,4,3,4,4,NA,3,NA,BE24,BE24-4
2012,BE,47222,2,2012,4,15320,12000,2553,2553,NA,NA,NA,NA,NA,NA,NA,NA,2553,0,0,0,0,NA,13,NA,0,0,0,NA,3320,NA,NA,3,NA,2,1,1,1,1,1,1,1,4,2500,3,NA,2,2,2,2,4,1,5,2,1,NA,NA,641.81,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,120,1,1,1,1,2,3,1,4,1,2,3,NA,3,NA,BE24,BE24-4
2012,BE,47257,3,2012,13,40105,32548,12511,12511,NA,NA,NA,NA,NA,NA,NA,NA,12511,0,0,0,0,NA,715,NA,0,0,616,NA,6941,NA,3,3,NA,1,1,1,1,1,3,3,1,6,3000,2,NA,1,2,2,2,1,1,4,2,1,NA,NA,1138.25,1610.62,1,1,NA,1,1,NA,NA,NA,NA,NA,2,250,1,1,1,1,1,4,4,3,2,3,3,NA,3,NA,BE24,BE24-4
2012,BE,47259,2,2012,22,16867,16391,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,2183,NA,0,0,0,NA,476,NA,3,3,NA,1,2,1,1,1,1,1,1,1,3500,3,NA,2,2,2,2,1,2,6,1,1,NA,NA,932.04,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,100,1,1,1,1,1,2,2,2,1,3,3,3,3,NA,BE24,BE24-3
2012,BE,47270,2,2012,44,29110,27105,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,108,NA,0,0,128,NA,1877,NA,3,3,NA,2,1,1,1,1,1,1,1,5,3000,3,NA,2,2,2,2,2,1,6,1,1,750,NA,809,1468.74,1,1,NA,1,1,NA,NA,NA,NA,NA,2,140,1,1,1,1,1,3,2,4,3,3,2,NA,3,NA,BE24,BE24-1
2012,BE,47310,2,2012,19,49719,61092,968,968,NA,NA,NA,NA,NA,NA,NA,NA,968,0,0,0,0,NA,562,NA,0,0,0,NA,-11373,NA,NA,3,NA,2,1,1,1,1,1,1,3,6,1800,1,NA,1,2,2,2,4,1,5,2,1,NA,NA,1138.25,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,110,1,1,1,2,1,4,3,3,4,4,3,NA,3,NA,BE24,BE24-4
2012,BE,47316,4,2012,34,53662,39660,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,204,NA,0,0,0,NA,14002,NA,NA,3,NA,1,1,1,1,1,1,2,1,3,7000,3,NA,2,2,2,1,1,1,6,2,1,NA,NA,647.67,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,2,230,1,1,1,1,1,3,4,3,2,4,3,NA,3,NA,BE24,BE24-1
