PB010,PB020,PB030,PB040,PB060,PB100,PB110,PB120,PB130,PB140,PB150,PB190,PB200,PB220A,PE010,PE020,PE040,PL031,PL035,PL015,PL020,PL025,PL040,PL051,PL060,PL100,PL111,PL120,PL130,PL140,PL150,PL160,PL170,PL180,PL190,PH010,PH020,PH030,PH040,PH050,PH060,PH070,PY020N,PY035N,PY010G,PY020G,PY021G,PY030G,PY031G,PY035G,PY050G,PY080G,PY090G,PY100G,PY110G,PY120G,PY130G,PY140G,PY200G,PX010,PX020,PX030,PX040,PX050,PC170,PC180,DB040,NR_ITW
2012,RO,592092,1037.29773462783,NA,2,2012,10,4,1984,2,2,3,RO,1,NA,2,10,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,2,3,2,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,27,59209,1,2,2,NA,RO21,RO21-5
2012,RO,592093,1037.29773462783,NA,2,2012,20,3,1988,1,1,3,RO,1,5,3,1,NA,NA,NA,NA,3,9,NA,NA,a,NA,NA,1,2,2,NA,NA,20,1,2,3,2,NA,2,3,0,0,5023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,23,59209,1,3,2,NA,RO21,RO21-5
2012,RO,592094,1037.29773462783,NA,2,2012,19,1,1995,2,NA,3,NA,2,NA,NA,NA,NA,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,16,59209,1,6,2,NA,RO21,RO21-5
2012,RO,592571,1037.29773462783,NA,2,2012,15,3,1966,1,1,3,RO,2,NA,3,1,NA,NA,NA,NA,3,7,35,NA,f,NA,12,1,2,NA,NA,NA,38,3,2,2,2,NA,2,1,0,0,2228,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,45,59257,1,7,2,NA,RO21,RO21-1
2012,RO,592572,1037.29773462783,NA,2,2012,15,2,1975,2,2,3,RO,2,NA,3,1,NA,NA,2,NA,3,4,NA,NA,o,NA,4,1,2,NA,NA,NA,18,2,2,3,2,1,2,NA,0,0,3343,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,36,59257,1,7,2,NA,RO21,RO21-1
2012,RO,592573,1037.29773462783,NA,2,2012,30,3,1995,1,NA,3,NA,2,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,1,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,16,59257,1,6,2,NA,RO21,RO21-1
2012,RO,592601,1037.29773462783,NA,2,2012,10,1,1962,1,2,3,RO,2,NA,5,1,NA,1,2,NA,3,2,40,NA,f,NA,11,NA,2,NA,NA,NA,18,2,1,3,2,NA,2,1,0,0,2172,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,49,59260,1,7,2,NA,RO21,RO21-2
2012,RO,592602,1037.29773462783,NA,2,2012,1,1,1966,2,2,3,RO,2,NA,4,11,NA,NA,2,NA,3,2,NA,NA,NA,NA,12,NA,2,NA,NA,NA,20,3,2,3,1,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,496,0,0,0,0,1,4.2391,45,59260,1,6,2,NA,RO21,RO21-2
2012,RO,592603,1037.29773462783,NA,2,2012,30,2,1989,1,1,3,RO,2,5,2,6,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,22,59260,1,2,2,NA,RO21,RO21-2
2012,RO,592604,1037.29773462783,NA,2,2012,40,1,1994,2,1,3,RO,2,NA,2,6,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,3,1,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,17,59260,1,5,2,NA,RO21,RO21-2
2012,RO,592631,1037.29773462783,NA,2,2012,25,1,1967,1,2,3,RO,2,NA,NA,1,NA,NA,NA,NA,3,8,40,NA,o,NA,5,1,1,2,NA,NA,17,3,2,1,2,NA,2,NA,0,0,6063,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,44,59263,1,7,2,NA,RO21,RO21-4
2012,RO,592632,1037.29773462783,NA,2,2012,20,3,1983,1,2,3,RO,2,3,NA,11,NA,2,2,NA,NA,7,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,19,1,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,28,59263,1,2,2,NA,RO21,RO21-4
2012,RO,592633,1037.29773462783,NA,2,2012,25,4,1986,2,1,3,RO,2,NA,2,3,NA,NA,2,NA,3,6,NA,NA,a,NA,2,NA,2,1,NA,NA,NA,2,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,443,0,0,0,0,0,0,0,1,4.2391,25,59263,1,2,2,NA,RO21,RO21-4
2012,RO,592634,1037.29773462783,NA,2,2012,16,4,1987,2,1,3,RO,1,NA,3,5,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,24,59263,1,7,2,NA,RO21,RO21-4
2012,RO,592635,1037.29773462783,NA,2,2012,20,2,1987,1,1,3,RO,2,NA,3,6,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,24,59263,1,3,2,NA,RO21,RO21-4
2012,RO,592741,1037.29773462783,NA,2,2012,10,4,1954,1,2,3,RO,2,NA,2,7,NA,NA,2,NA,1,7,40,NA,NA,NA,3,1,2,2,1,NA,18,2,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,3698,0,0,0,0,1,4.2391,57,59274,1,6,2,NA,RO21,RO21-3
2012,RO,592742,1037.29773462783,NA,2,2012,15,1,1967,2,5,3,RO,2,NA,3,1,NA,NA,NA,NA,3,2,40,NA,j,NA,14,1,2,2,NA,NA,22,2,2,3,1,NA,2,NA,0,0,2474,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,44,59274,1,7,2,NA,RO21,RO21-3
2012,RO,592743,1037.29773462783,NA,2,2012,30,2,1986,1,1,3,RO,1,NA,5,6,NA,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,2,3,1,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,25,59274,1,3,2,NA,RO21,RO21-3
2012,RO,592744,1037.29773462783,NA,2,2012,30,3,1988,1,1,3,RO,2,NA,3,8,NA,2,2,NA,3,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,1,2,3,2,NA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,23,59274,1,3,2,NA,RO21,RO21-3
2012,RO,592745,1037.29773462783,NA,2,2012,15,1,1990,2,1,3,RO,1,NA,3,5,NA,2,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,21,59274,1,6,2,NA,RO21,RO21-3
2012,RO,592851,1037.29773462783,NA,2,2012,5,3,1965,1,2,3,RO,2,NA,3,3,NA,1,NA,NA,4,7,40,NA,f,NA,NA,NA,2,2,NA,NA,20,3,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,812,0,0,0,0,0,0,0,1,4.2391,46,59285,1,7,2,NA,RO21,RO21-2
2012,RO,592852,1037.29773462783,NA,2,2012,12,3,1968,2,5,3,RO,2,NA,3,1,NA,NA,2,NA,3,8,40,NA,o,NA,2,1,2,2,NA,NA,25,2,2,3,2,NA,1,NA,0,0,7805,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,43,59285,1,6,2,NA,RO21,RO21-2
2012,RO,592853,1037.29773462783,NA,2,2012,10,1,1988,1,1,3,RO,2,NA,3,1,NA,NA,NA,NA,2,3,40,NA,g,NA,13,1,2,2,NA,NA,26,3,2,3,2,NA,2,NA,0,0,7079,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,23,59285,1,6,2,NA,RO21,RO21-2
2012,RO,592854,1037.29773462783,NA,2,2012,10,3,1993,2,1,3,RO,1,3,2,6,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,21,2,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,18,59285,1,6,1,NA,RO21,RO21-2
2012,RO,593091,1037.29773462783,NA,2,2012,20,1,1946,1,2,3,RO,2,NA,2,1,NA,NA,2,NA,3,7,NA,NA,f,NA,12,1,2,2,NA,NA,24,2,2,3,2,1,2,NA,0,0,3290,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,65,59309,1,6,2,NA,RO21,RO21-1
2012,RO,593092,1037.29773462783,NA,2,2012,14,1,1949,2,2,3,RO,2,NA,3,7,NA,1,NA,NA,3,3,40,NA,NA,NA,4,1,NA,NA,NA,NA,21,5,1,3,1,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,1870,0,0,0,0,1,4.2391,62,59309,1,6,2,NA,RO21,RO21-1
2012,RO,593093,1037.29773462783,NA,2,2012,25,2,1975,1,2,3,RO,2,NA,3,3,NA,NA,2,NA,3,8,NA,NA,f,NA,12,NA,NA,NA,NA,NA,17,2,2,2,2,NA,2,1,0,0,0,0,0,0,0,0,1767,0,0,0,0,0,0,0,1,4.2391,36,59309,1,7,2,NA,RO21,RO21-1
2012,RO,593094,1037.29773462783,NA,2,2012,30,3,1978,2,2,3,RO,1,NA,3,10,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,33,59309,1,6,2,NA,RO21,RO21-1
2012,RO,593095,1037.29773462783,NA,2,2012,20,3,1984,1,2,3,RO,2,NA,4,1,NA,NA,NA,NA,3,3,NA,NA,o,NA,13,1,2,NA,NA,NA,25,1,2,3,1,NA,2,NA,0,0,2598,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,27,59309,1,3,2,NA,RO21,RO21-1
2012,RO,593131,1037.29773462783,NA,2,2012,20,1,1954,1,2,3,RO,2,NA,5,1,NA,NA,2,NA,3,3,30,NA,b-e,NA,10,1,2,2,NA,NA,19,1,2,2,2,NA,2,NA,0,0,2597,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,57,59313,1,6,2,NA,RO21,RO21-2
2012,RO,593132,1037.29773462783,NA,2,2012,18,4,1959,2,1,3,RO,2,NA,NA,8,NA,NA,2,NA,4,9,NA,NA,NA,NA,NA,NA,2,2,NA,NA,20,2,1,2,2,NA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527,1,4.2391,52,59313,1,3,2,NA,RO21,RO21-2
2012,RO,593133,1037.29773462783,NA,2,2012,10,3,1984,2,2,3,RO,2,NA,3,1,NA,NA,NA,NA,3,5,40,NA,o,NA,NA,1,1,2,NA,NA,18,1,2,3,2,NA,2,NA,0,0,4323,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,27,59313,1,7,2,NA,RO21,RO21-2
2012,RO,593134,1037.29773462783,NA,2,2012,18,3,1981,1,1,3,RO,2,NA,3,1,NA,1,2,NA,3,5,30,NA,g,NA,2,1,2,2,NA,NA,16,2,2,3,2,1,1,1,0,0,1785,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,30,59313,1,3,2,NA,RO21,RO21-2
2012,RO,593211,1037.29773462783,NA,2,2012,15,1,1971,1,1,3,RO,2,NA,3,1,NA,NA,2,NA,NA,9,40,NA,i,NA,11,1,2,2,NA,NA,20,3,2,3,1,NA,2,NA,0,0,2899,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,40,59321,1,2,2,NA,RO21,RO21-3
2012,RO,593212,1037.29773462783,NA,2,2012,16,1,1972,2,2,3,RO,2,5,3,10,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,39,59321,1,NA,2,NA,RO21,RO21-3
2012,RO,593213,1037.29773462783,NA,2,2012,11,4,1993,1,1,3,RO,1,NA,2,6,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,18,59321,1,7,2,NA,RO21,RO21-3
2012,RO,593511,1037.29773462783,NA,2,2012,20,3,1971,1,2,3,RO,2,NA,3,1,NA,NA,2,NA,3,8,NA,NA,b-e,NA,12,1,2,2,NA,NA,19,3,2,2,2,NA,2,NA,0,0,2137,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,40,59351,1,2,2,NA,RO21,RO21-5
2012,RO,593512,1037.29773462783,NA,2,2012,30,1,1972,2,2,3,RO,2,NA,2,3,NA,NA,1,NA,NA,9,NA,NA,a,NA,4,NA,NA,2,NA,NA,20,2,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,1,4.2391,39,59351,1,2,2,NA,RO21,RO21-5
2012,RO,593513,1037.29773462783,NA,2,2012,30,2,1993,1,1,3,RO,2,3,2,6,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,18,59351,1,3,2,NA,RO21,RO21-5
2012,RO,593541,1037.29773462783,NA,2,2012,15,3,1971,1,2,3,RO,2,NA,3,5,NA,1,NA,NA,2,8,NA,NA,NA,NA,15,1,2,2,NA,NA,19,2,1,3,2,NA,2,NA,0,0,1623,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,40,59354,1,7,2,NA,RO21,RO21-3
2012,RO,593542,1037.29773462783,NA,2,2012,10,3,1972,2,2,3,RO,2,NA,NA,3,NA,NA,NA,NA,2,6,45,NA,a,NA,2,NA,NA,NA,NA,NA,18,1,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,752,0,0,0,0,0,0,0,1,4.2391,39,59354,1,NA,2,NA,RO21,RO21-3
2012,RO,593543,1037.29773462783,NA,2,2012,10,1,1993,1,1,3,RO,2,3,2,6,NA,2,2,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,18,59354,1,2,2,NA,RO21,RO21-3
2012,RO,593631,1037.29773462783,NA,2,2012,15,4,1954,1,2,3,RO,2,NA,3,7,NA,1,NA,NA,2,7,40,NA,NA,NA,NA,NA,NA,2,NA,NA,21,2,2,3,2,NA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,403,0,2031,0,1,4.2391,57,59363,1,7,2,NA,RO21,RO21-4
2012,RO,593632,1037.29773462783,NA,2,2012,25,3,1962,2,2,3,RO,2,NA,5,1,NA,1,NA,NA,3,2,NA,NA,p,NA,12,1,2,NA,NA,NA,17,3,1,3,2,1,2,NA,0,0,2689,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,49,59363,1,2,2,NA,RO21,RO21-4
2012,RO,593633,1037.29773462783,NA,2,2012,11,3,1986,1,1,3,RO,2,NA,3,1,NA,NA,NA,NA,3,7,48,NA,f,NA,8,1,2,2,NA,NA,22,2,2,3,2,NA,2,NA,0,0,4675,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,25,59363,1,6,2,NA,RO21,RO21-4
2012,RO,593634,1037.29773462783,NA,2,2012,30,1,1988,1,1,3,RO,2,NA,3,1,NA,1,2,NA,3,3,40,NA,o,NA,13,1,2,2,NA,NA,20,1,2,3,2,NA,2,NA,0,0,4355,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,23,59363,1,7,2,NA,RO21,RO21-4
2012,RO,593635,1037.29773462783,NA,2,2012,15,2,1989,2,1,3,RO,1,NA,3,6,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,22,59363,1,2,2,NA,RO21,RO21-4
2012,RO,593741,1037.29773462783,NA,2,2012,40,3,1967,1,2,3,RO,1,NA,2,3,NA,NA,NA,NA,3,6,48,NA,a,NA,2,NA,NA,2,NA,NA,18,4,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,565,0,0,0,0,0,0,0,1,4.2391,44,59374,1,6,2,NA,RO21,RO21-4
2012,RO,593742,1037.29773462783,NA,2,2012,4,1,1969,2,2,3,RO,2,NA,3,1,NA,NA,NA,NA,3,5,40,NA,g,NA,13,1,1,2,NA,NA,24,3,2,3,2,NA,2,NA,0,0,5869,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,42,59374,1,3,2,NA,RO21,RO21-4
2012,RO,593743,1037.29773462783,NA,2,2012,20,4,1992,2,1,3,RO,1,NA,2,6,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,18,1,2,2,2,7,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,19,59374,1,6,2,NA,RO21,RO21-4
2012,RO,593744,1037.29773462783,NA,2,2012,25,2,1993,1,1,3,RO,2,NA,2,5,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,21,2,2,3,2,NA,1,NA,0,0,3129,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,18,59374,1,2,2,NA,RO21,RO21-4
2012,RO,593745,1037.29773462783,NA,2,2012,15,3,1995,2,NA,3,NA,1,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,16,59374,1,7,2,NA,RO21,RO21-4
2012,RO,594121,1037.29773462783,NA,2,2012,15,1,1954,1,2,3,RO,2,NA,3,1,NA,NA,NA,NA,3,7,40,NA,b-e,NA,14,NA,2,2,NA,NA,24,4,2,3,2,NA,2,NA,0,0,5742,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,57,59412,1,3,2,NA,RO21,RO21-2
2012,RO,594122,1037.29773462783,NA,2,2012,15,3,1962,2,2,3,RO,2,NA,3,3,NA,1,NA,NA,2,6,40,NA,a,NA,NA,NA,NA,2,NA,NA,22,2,1,3,2,NA,2,NA,0,0,0,0,0,0,0,0,380,0,0,0,0,0,0,0,1,4.2391,49,59412,1,2,2,NA,RO21,RO21-2
2012,RO,594123,1037.29773462783,NA,2,2012,10,1,1986,1,1,3,RO,2,NA,3,1,NA,NA,NA,NA,3,3,40,NA,g,NA,NA,1,2,2,NA,NA,21,2,2,3,2,NA,2,NA,0,0,3570,0,0,0,0,0,1228,0,0,0,0,0,0,0,1,4.2391,25,59412,1,3,2,NA,RO21,RO21-2
2012,RO,594124,1037.29773462783,NA,2,2012,26,4,1988,1,1,3,RO,2,NA,3,6,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,23,59412,1,2,2,NA,RO21,RO21-2
2012,RO,594125,1037.29773462783,NA,2,2012,10,2,1989,2,1,3,RO,2,NA,2,4,NA,1,NA,NA,2,9,40,NA,a,NA,1,NA,NA,NA,NA,NA,NA,1,1,3,2,NA,2,1,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,1,4.2391,22,59412,1,7,2,NA,RO21,RO21-2
2012,RO,594261,1037.29773462783,NA,2,2012,25,2,1966,1,2,3,RO,2,NA,4,1,NA,NA,NA,NA,3,3,NA,NA,l-n,NA,NA,1,2,2,NA,NA,18,1,2,3,2,NA,2,6,0,0,2727,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,45,59426,1,6,2,NA,RO21,RO21-3
2012,RO,594262,1037.29773462783,NA,2,2012,20,2,1968,2,2,3,RO,2,5,3,3,NA,NA,NA,NA,3,6,40,NA,a,NA,NA,NA,2,NA,NA,NA,25,1,2,2,2,NA,2,NA,0,0,0,0,0,0,0,0,8152,0,0,0,0,0,0,0,1,4.2391,43,59426,1,3,2,NA,RO21,RO21-3
2012,RO,594265,1037.29773462783,NA,2,2012,25,3,1931,2,2,3,RO,2,NA,1,7,NA,1,2,NA,3,6,48,NA,NA,NA,NA,1,NA,2,NA,NA,19,1,1,2,2,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,1706,0,0,0,0,1,4.2391,80,59426,1,2,2,NA,RO21,RO21-3
2012,RO,594431,1037.29773462783,NA,2,2012,14,3,1966,1,2,3,RO,2,NA,2,3,NA,NA,NA,NA,3,6,48,NA,a,NA,9,1,2,2,NA,NA,26,2,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,3815,0,0,0,0,0,0,0,1,4.2391,45,59443,1,7,2,NA,RO21,RO21-2
2012,RO,594432,1037.29773462783,NA,2,2012,20,1,1968,2,2,3,RO,2,NA,3,3,NA,NA,NA,NA,2,5,40,NA,g,NA,NA,NA,NA,NA,NA,NA,17,2,1,2,2,NA,1,NA,0,0,0,0,0,0,0,0,989,0,0,0,0,0,0,0,1,4.2391,43,59443,1,2,2,NA,RO21,RO21-2
2012,RO,594435,1037.29773462783,NA,2,2012,15,1,1931,2,4,3,RO,1,NA,NA,8,NA,2,2,1,4,6,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2,3,1,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,80,59443,1,2,2,NA,RO21,RO21-2
2012,RO,594531,1037.29773462783,NA,2,2012,20,2,1975,1,2,3,RO,2,NA,3,3,NA,NA,NA,NA,3,8,40,NA,f,NA,11,1,2,NA,NA,NA,21,2,2,3,2,1,2,NA,0,0,0,0,0,0,0,0,2359,0,0,0,0,0,0,0,1,4.2391,36,59453,1,6,2,NA,RO21,RO21-2
2012,RO,594532,1037.29773462783,NA,2,2012,15,3,1975,2,2,2,RO,2,NA,2,1,NA,NA,NA,NA,3,5,NA,NA,o,1,NA,1,2,2,NA,NA,21,3,2,2,2,NA,2,3,0,0,2844,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,36,59453,1,2,2,NA,RO21,RO21-2
2012,RO,595181,1037.29773462783,NA,2,2012,20,2,1956,1,2,3,RO,2,NA,2,3,NA,NA,NA,NA,3,6,40,NA,a,NA,13,1,2,2,NA,NA,24,1,2,3,1,NA,2,NA,0,0,0,0,0,0,0,0,5002,0,0,0,0,0,0,0,1,4.2391,55,59518,1,7,2,NA,RO21,RO21-3
2012,RO,595182,1037.29773462783,NA,2,2012,17,3,1959,2,2,3,RO,2,NA,2,1,NA,1,2,NA,3,9,40,NA,p,NA,15,1,2,2,NA,NA,19,3,1,3,2,NA,2,NA,0,0,3412,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,52,59518,1,6,2,NA,RO21,RO21-3
2012,RO,595183,1037.29773462783,NA,2,2012,20,3,1982,1,2,3,RO,2,NA,5,1,NA,NA,NA,NA,3,2,NA,NA,b-e,NA,NA,1,2,2,NA,NA,19,1,2,3,2,NA,2,NA,0,0,3224,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,29,59518,1,6,2,NA,RO21,RO21-3
2012,RO,595184,1037.29773462783,NA,2,2012,13,4,1981,2,1,3,RO,2,NA,5,1,NA,1,NA,NA,3,3,40,NA,g,NA,NA,1,2,2,NA,NA,20,3,2,3,2,NA,1,NA,0,0,3554,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,30,59518,1,7,2,NA,RO21,RO21-3
2012,RO,595185,1037.29773462783,NA,2,2012,20,1,1969,1,2,3,RO,2,NA,3,3,NA,NA,NA,NA,3,6,25,NA,a,NA,NA,1,NA,2,NA,NA,NA,2,2,3,2,1,2,NA,0,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,1,4.2391,42,59518,1,6,2,NA,RO21,RO21-3
2012,RO,595371,1037.29773462783,NA,2,2012,15,3,1966,1,2,3,RO,2,NA,3,1,NA,1,NA,NA,3,7,NA,NA,f,6,2,NA,NA,NA,NA,NA,18,4,2,3,2,NA,2,NA,0,0,762,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,45,59537,1,2,2,NA,RO21,RO21-3
2012,RO,595372,1037.29773462783,NA,2,2012,22,3,1975,2,2,3,RO,2,NA,3,10,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,36,59537,1,NA,2,NA,RO21,RO21-3
2012,RO,595373,1037.29773462783,NA,2,2012,20,4,1995,1,NA,3,NA,1,3,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,16,59537,1,2,2,NA,RO21,RO21-3
2012,RO,595451,1037.29773462783,NA,2,2012,20,2,1940,1,2,3,RO,2,NA,1,7,NA,1,NA,NA,3,6,40,NA,NA,NA,NA,1,NA,NA,NA,NA,20,3,2,3,1,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,2115,0,0,0,0,1,4.2391,71,59545,1,2,2,NA,RO21,RO21-2
2012,RO,595452,1037.29773462783,NA,2,2012,15,4,1943,2,2,3,RO,2,NA,2,10,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,68,59545,1,6,2,NA,RO21,RO21-2
2012,RO,595453,1037.29773462783,NA,2,2012,30,1,1968,1,2,3,RO,1,NA,3,4,NA,NA,2,NA,2,7,NA,NA,f,NA,1,NA,NA,2,NA,NA,18,2,2,2,1,NA,2,NA,0,0,0,0,0,0,0,0,452,0,0,0,0,0,0,0,1,4.2391,43,59545,1,7,2,NA,RO21,RO21-2
2012,RO,595455,1037.29773462783,NA,2,2012,40,1,1973,2,2,3,RO,2,NA,NA,3,NA,NA,NA,NA,2,6,NA,NA,a,NA,NA,NA,NA,NA,NA,NA,18,3,1,3,2,NA,2,NA,0,0,0,0,0,0,0,0,493,0,0,0,0,0,0,0,1,4.2391,38,59545,1,2,2,NA,RO21,RO21-2
2012,RO,595491,1037.29773462783,NA,2,2012,18,3,1961,1,5,3,RO,2,NA,3,1,NA,NA,NA,NA,3,5,40,NA,j,NA,14,1,2,2,NA,NA,24,2,2,2,2,NA,2,NA,0,0,8479,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,50,59549,1,7,2,NA,RO21,RO21-4
