PB010,PB020,PB030,PB040,PB060,PB100,PB110,PB120,PB130,PB140,PB150,PB190,PB200,PB220A,PE010,PE020,PE040,PL031,PL035,PL015,PL020,PL025,PL040,PL051,PL060,PL100,PL111,PL120,PL130,PL140,PL150,PL160,PL170,PL180,PL190,PH010,PH020,PH030,PH040,PH050,PH060,PH070,PY020N,PY035N,PY010G,PY020G,PY021G,PY030G,PY031G,PY035G,PY050G,PY080G,PY090G,PY100G,PY110G,PY120G,PY130G,PY140G,PY200G,PD020,PD030,PD050,PD060,PD070,PD080,PD090,PW010,PW020,PW030,PW040,PW050,PW060,PW070,PW080,PW090,PW100,PW110,PW120,PW130,PW140,PW150,PW160,PW170,PW180,PW190,PW200,PW210,PW220,PX010,PX020,PX030,PX040,PX050,PX200,DB040,NR_ITW
2013,BE,471341,815.034364261168,NA,4,2013,NA,1,1939,1,2,3,BE,2,NA,1,7,1,NA,NA,NA,3,3,38,NA,NA,NA,13,1,2,NA,NA,NA,20,3,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,28015,0,0,0,0,1,1,1,1,3,3,1,6,8,7,7,7,5,NA,5,5,2,9,9,8,6,7,6,NA,1,1,NA,8,8,2,1,73,47134,1,7,283.25986377,BE24,BE24-1
2013,BE,471381,815.034364261168,NA,2,2013,NA,2,1971,2,2,1,BE,2,NA,3,2,1,1,NA,NA,3,5,38,NA,q,NA,NA,1,2,NA,NA,NA,18,2,1,2,2,1,2,NA,0,1,23580,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,5,8,8,8,8,3,4,2,NA,2,8,NA,6,5,NA,7,NA,1,NA,7,5,8,1,1,41,47138,1,2,1020.7670972,BE24,BE24-5
2013,BE,471461,815.034364261168,NA,2,2013,NA,4,1945,1,2,3,BE,2,NA,2,11,NA,1,NA,NA,2,4,32,NA,j,NA,13,1,2,2,NA,NA,18,1,2,3,2,NA,2,NA,0,1,0,0,0,12860,1,910,0,0,0,35720,0,0,0,0,1,1,1,3,1,1,1,6,9,8,7,4,NA,5,1,5,2,6,9,9,6,6,6,8,NA,1,NA,8,7,1,1,67,47146,1,2,477.3718991,BE24,BE24-2
2013,BE,471711,815.034364261168,NA,2,2013,NA,2,1939,2,5,1,BE,2,NA,1,7,NA,NA,NA,NA,3,4,NA,NA,NA,NA,12,1,2,2,NA,NA,19,2,2,3,2,NA,2,NA,720,1,0,0,0,0,1,0,0,0,0,27359,0,0,0,0,1,1,1,3,1,1,1,4,7,2,10,8,1,5,3,4,4,NA,7,6,6,NA,7,NA,1,1,NA,8,8,NA,1,73,47171,1,2,769.93561917,BE24,BE24-3
2013,BE,471831,815.034364261168,NA,2,2013,NA,3,1973,2,1,NA,BE,1,NA,5,2,1,NA,NA,NA,3,3,32,NA,q,NA,5,1,NA,2,NA,NA,19,2,2,3,2,NA,2,NA,0,1,60281,540,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,1,5,NA,9,6,9,3,5,3,5,2,8,9,7,8,8,4,7,1,1,NA,8,7,1,1,39,47183,1,2,589.21226195,BE24,BE24-2
2013,BE,472001,815.034364261168,NA,2,2013,NA,3,1985,1,2,1,EU,2,NA,5,1,1,NA,NA,NA,3,2,32,NA,g,NA,12,1,2,2,NA,NA,26,1,2,3,2,NA,2,NA,0,1,32552,0,0,21315,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,8,NA,6,7,3,5,2,NA,NA,5,7,7,0,4,5,9,1,NA,7,7,8,2,1,27,47200,1,2,1968.2275933,BE24,BE24-4
2013,BE,472081,815.034364261168,NA,2,2013,NA,2,1936,2,4,1,BE,2,NA,5,7,NA,1,NA,NA,3,2,NA,NA,NA,NA,13,1,1,NA,NA,NA,19,1,1,1,2,NA,2,NA,0,1,0,0,0,11173,1,0,0,0,0,19586,0,0,0,0,1,1,1,1,1,1,3,5,7,8,5,9,5,4,5,4,1,NA,NA,8,5,3,9,NA,2,1,5,8,7,1,1,76,47208,1,3,1823.3282226,BE24,BE24-2
2013,BE,472091,815.034364261168,NA,2,2013,NA,3,1944,2,2,1,BE,2,NA,1,7,1,1,NA,NA,3,5,9,NA,NA,NA,11,1,2,1,NA,NA,20,2,2,2,2,NA,2,8,0,1,0,0,0,7200,1,0,0,0,0,6867,0,0,0,0,1,1,1,2,1,2,1,5,6,6,4,8,3,2,2,3,3,NA,NA,4,1,99,10,6,1,1,1,9,10,NA,1,68,47209,1,2,799.50667809,BE24,BE24-3
2013,BE,472111,815.034364261168,NA,2,2013,NA,1,1932,2,4,1,BE,2,NA,1,7,NA,NA,2,NA,3,9,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,13487,0,0,0,0,1,1,1,1,2,1,1,4,8,10,NA,8,3,5,3,3,1,8,NA,8,5,2,8,8,NA,NA,1,8,8,4,1,80,47211,1,6,650.42854767,BE24,BE24-5
2013,BE,472121,815.034364261168,NA,2,2013,NA,4,1979,1,2,3,BE,2,NA,3,2,1,1,NA,NA,3,5,40,NA,q,6,NA,1,2,2,NA,NA,33,2,2,3,2,NA,2,NA,0,1,30660,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,9,NA,8,9,4,5,4,5,2,NA,3,NA,6,8,8,8,1,1,7,NA,8,2,1,33,47212,1,7,776.55173949,BE24,BE24-2
2013,BE,472301,815.034364261168,NA,2,2013,NA,1,1946,1,2,1,BE,2,NA,5,7,1,NA,NA,NA,3,2,45,NA,NA,NA,13,1,2,2,NA,NA,21,1,2,3,2,NA,2,NA,4127,1,0,0,0,0,1,910,0,0,0,52518,0,0,0,0,1,1,1,1,1,2,1,5,8,8,4,9,4,5,3,4,1,5,7,5,4,5,6,8,1,1,7,7,NA,NA,1,66,47230,1,2,NA,BE24,BE24-1
2013,BE,472391,815.034364261168,NA,2,2013,NA,1,1984,1,2,3,BE,2,NA,5,3,1,1,2,NA,3,0 - 1,NA,NA,l-n,3,13,1,1,2,NA,NA,20,3,1,3,2,NA,2,NA,0,1,0,0,0,14795,1,910,21978,0,0,0,0,0,0,0,1,1,1,1,1,1,1,4,7,7,6,10,NA,5,3,4,2,NA,NA,4,5,3,5,5,9,1,6,5,7,3,1,28,47239,1,6,722.64389205,BE24,BE24-3
2013,BE,472991,815.034364261168,NA,4,2013,NA,2,1945,2,2,3,BE,2,NA,2,7,NA,1,2,NA,3,9,25,NA,NA,NA,NA,1,1,NA,NA,NA,18,3,2,3,2,NA,1,NA,4000,1,0,0,0,0,1,0,0,0,0,4686,0,6016,0,0,1,1,1,1,3,1,1,1,6,3,8,8,3,NA,1,4,2,NA,NA,8,7,5,10,9,2,1,2,8,7,3,1,67,47299,1,2,489.02040158,BE24,BE24-3
2013,BE,473181,815.034364261168,NA,2,2013,NA,1,1970,2,2,1,BE,2,NA,3,1,1,NA,NA,NA,3,5,31,NA,g,NA,13,1,2,2,NA,NA,24,2,2,3,2,NA,2,NA,0,1,65465,2836,0,58768,1,0,0,0,0,0,0,2711,0,0,1,1,1,1,1,2,1,5,7,99,8,8,5,5,2,5,2,6,6,7,4,5,5,7,1,1,8,NA,7,2,1,42,47318,1,2,2704.3995974,BE24,BE24-4
2013,BE,473211,815.034364261168,NA,2,2013,NA,1,1978,2,1,1,BE,2,NA,5,1,1,1,1,NA,3,2,22,NA,o,NA,12,1,1,NA,NA,1,19,1,2,3,2,NA,2,NA,4745,1,25334,0,0,14854,1,910,4573,0,0,0,0,0,0,0,1,1,1,1,3,1,1,1,5,9,9,NA,3,5,4,4,2,NA,NA,9,4,NA,5,8,1,1,7,4,NA,NA,1,34,47321,1,2,488.98967706,BE24,BE24-3
2013,BE,473261,815.034364261168,NA,2,2013,NA,1,1932,2,4,1,BE,2,NA,1,7,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,16,3,1,3,2,NA,2,NA,0,1,0,0,0,0,1,600,0,0,0,17951,0,0,0,0,1,1,1,1,1,NA,1,5,7,5,9,NA,3,5,2,4,1,NA,NA,NA,5,3,7,5,1,1,5,8,8,1,1,80,47326,1,7,416.2906067,BE24,BE24-3
2013,BE,473341,815.034364261168,NA,2,2013,NA,4,1982,1,2,1,BE,2,NA,5,2,1,NA,NA,NA,3,0 - 1,55,NA,b-e,NA,15,1,1,2,NA,NA,25,3,2,3,2,NA,2,NA,0,1,19943,1623,0,1364,1,0,0,0,19328,0,0,0,0,0,1,2,1,1,1,2,1,5,9,8,7,9,3,5,4,4,2,7,NA,6,6,5,7,5,NA,NA,1,3,NA,2,1,30,47334,1,7,1237.0488623,BE24,BE24-2
2013,BE,473351,815.034364261168,NA,4,2013,NA,3,1942,2,2,1,BE,1,NA,1,7,NA,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,2,NA,2,NA,0,1,0,0,0,8784,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,6,7,10,6,8,4,3,3,3,5,NA,NA,NA,7,5,6,NA,NA,NA,6,3,9,2,1,70,47335,1,2,1624.9052248,BE24,BE24-3
2013,BE,473411,815.034364261168,NA,2,2013,NA,4,1956,2,2,3,BE,2,3,5,10,NA,1,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,2,2,3,2,1,2,NA,1204,1,0,0,0,7279,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,8,1,NA,0,4,5,NA,5,2,NA,NA,9,4,5,NA,NA,1,2,8,4,7,2,1,56,47341,1,2,603.54538702,BE24,BE24-5
2013,BE,473821,815.034364261168,NA,2,2013,NA,2,1932,2,4,3,BE,2,NA,2,7,NA,NA,NA,NA,3,5,NA,NA,NA,NA,NA,1,1,NA,NA,NA,18,2,2,3,2,NA,2,NA,0,1,0,0,0,0,1,900,0,0,0,18050,0,0,0,0,1,2,1,2,1,1,1,5,7,9,7,8,2,3,3,3,2,NA,NA,9,5,8,NA,10,2,1,6,8,8,NA,1,80,47382,1,6,1443.8677003,BE24,BE24-3
2013,BE,474001,815.034364261168,NA,2,2013,NA,3,1936,2,2,3,BE,2,NA,2,7,NA,NA,2,1,3,9,NA,NA,NA,NA,2,2,2,NA,NA,NA,21,2,1,1,2,NA,2,NA,0,1,0,0,0,12664,1,60,0,0,0,12717,0,0,0,0,1,1,1,1,1,1,1,1,8,5,6,8,1,3,2,4,NA,NA,NA,5,NA,5,4,7,1,1,8,8,8,3,1,76,47400,1,5,592.12077436,BE24,BE24-3
2013,BE,474021,815.034364261168,NA,2,2013,NA,3,1970,2,2,1,EU,2,NA,1,2,1,NA,2,NA,NA,7,38,NA,b-e,4,1,1,2,2,NA,NA,21,4,2,3,2,NA,2,NA,0,1,0,0,0,13658,1,0,37769,0,0,0,0,0,0,0,1,1,1,1,1,1,1,5,9,9,NA,7,4,4,1,3,2,8,NA,8,6,4,4,9,1,1,7,5,8,1,1,42,47402,1,2,1497.9607088,BE24,BE24-3
2013,BE,474171,815.034364261168,NA,2,2013,NA,2,1932,2,2,3,BE,2,NA,5,7,NA,1,2,NA,3,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,14,1,1,3,2,NA,2,NA,0,1,0,0,0,12078,1,0,0,0,0,13314,0,0,0,0,1,1,1,1,1,1,1,6,NA,6,2,4,3,4,2,1,2,7,NA,5,0,99,5,7,1,1,7,7,7,3,1,80,47417,1,2,782.72715588,BE24,BE24-3
2013,BE,474551,815.034364261168,NA,2,2013,NA,1,1958,1,2,3,BE,2,NA,1,8,NA,1,NA,NA,3,9,NA,NA,NA,6,3,1,2,NA,NA,NA,15,2,2,2,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,19588,0,1,1,1,1,1,1,3,5,7,4,4,6,3,5,4,3,NA,8,NA,7,5,1,99,2,1,1,5,8,7,2,1,54,47455,1,2,406.10532413,BE24,BE24-3
2013,BE,474701,815.034364261168,NA,2,2013,NA,1,1938,2,4,2,BE,2,5,2,7,NA,1,1,NA,3,9,NA,NA,NA,NA,NA,1,2,2,NA,NA,49,2,2,1,2,NA,2,3,0,1,0,0,0,0,1,880,0,0,0,14083,0,0,0,0,1,3,1,1,1,1,1,1,NA,8,10,7,3,4,4,4,NA,NA,NA,6,6,6,6,10,1,1,7,10,7,3,1,74,47470,1,3,899.47721565,BE24,BE24-2
2013,BE,474741,815.034364261168,NA,3,2013,NA,2,1985,1,1,2,BE,2,NA,3,11,1,NA,NA,NA,3,3,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,18,2,2,2,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,18781,0,1,1,1,1,1,1,1,5,5,7,7,10,NA,3,2,5,4,NA,NA,8,5,6,8,8,1,1,7,9,7,1,1,27,47474,1,6,219.56764001,BE24,BE24-4
2013,BE,474961,815.034364261168,NA,2,2013,NA,1,1972,2,5,3,BE,2,NA,2,1,1,NA,NA,NA,3,NA,NA,NA,h,NA,13,1,1,2,NA,NA,22,3,2,3,2,NA,2,NA,0,1,34311,0,0,0,1,951,0,0,0,0,0,0,0,0,1,1,1,3,1,1,1,6,7,NA,9,8,5,NA,4,3,3,9,NA,8,NA,6,5,9,1,1,7,6,NA,1,1,40,47496,1,7,NA,BE24,BE24-2
2013,BE,475041,815.034364261168,NA,4,2013,NA,4,1979,2,2,3,BE,2,NA,3,8,1,2,2,NA,3,5,NA,NA,l-n,NA,NA,1,2,2,NA,NA,NA,4,2,2,2,NA,1,8,0,1,5830,0,0,0,1,0,0,0,0,0,0,8861,1969,0,1,1,1,1,3,1,2,1,9,NA,5,9,2,4,3,3,2,NA,NA,7,6,0,2,NA,1,NA,5,8,NA,2,1,33,47504,1,3,1349.6782676,BE24,BE24-4
2013,BE,475251,815.034364261168,NA,3,2013,NA,2,1942,2,2,1,BE,1,NA,5,7,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,2,2,NA,2,NA,0,1,0,0,0,17710,1,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,3,5,NA,9,9,NA,NA,NA,2,NA,2,NA,NA,7,NA,99,5,NA,1,1,6,NA,9,3,1,70,47525,1,2,677.66543635,BE24,BE24-3
2013,BE,475321,815.034364261168,NA,2,2013,NA,4,1969,2,2,3,BE,2,NA,5,2,NA,1,NA,NA,3,2,50,NA,q,NA,NA,1,NA,1,7,NA,19,2,1,3,2,NA,1,NA,200,1,10439,0,0,44180,1,910,0,0,0,0,0,0,0,48,1,1,1,1,3,1,1,2,NA,8,NA,8,2,4,3,5,2,NA,NA,9,6,NA,9,8,1,1,5,10,8,3,1,43,47532,1,7,1379.13668,BE24,BE24-2
2013,BE,475891,815.034364261168,NA,2,2013,NA,2,1956,2,2,3,EU,2,5,5,2,1,NA,2,NA,3,3,18,NA,NA,NA,13,1,2,NA,NA,NA,19,2,1,2,2,NA,2,NA,0,1,14308,585,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,1,5,8,6,7,4,3,4,3,1,NA,NA,7,7,5,6,0,1,NA,NA,9,8,1,1,56,47589,1,6,289.57909814,BE24,BE24-2
2013,BE,476151,815.034364261168,NA,3,2013,NA,2,1953,1,1,NA,BE,2,NA,5,1,1,NA,NA,NA,3,2,38,NA,o,NA,7,1,1,2,NA,NA,20,2,2,3,2,NA,2,NA,0,1,125309,0,0,23242,1,910,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,5,9,9,9,NA,2,3,2,5,3,8,10,NA,0,4,7,7,1,1,6,8,7,2,1,59,47615,1,6,NA,BE24,BE24-4
2013,BE,476521,815.034364261168,NA,2,2013,NA,3,1973,2,1,3,BE,2,NA,5,2,1,NA,NA,NA,3,3,36,NA,o,NA,13,1,1,2,NA,NA,19,1,2,3,2,NA,2,NA,1320,1,41177,0,0,18453,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,5,7,8,NA,7,3,5,5,4,3,8,10,8,8,NA,7,9,1,1,8,8,8,2,1,39,47652,1,2,NA,BE24,BE24-4
2013,BE,476561,815.034364261168,NA,3,2013,NA,4,1932,2,4,1,BE,2,NA,3,7,1,1,2,NA,3,NA,NA,NA,NA,6,12,1,2,2,NA,NA,25,3,1,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,13922,0,0,0,0,1,1,1,1,1,1,1,5,8,8,NA,4,4,5,NA,NA,4,9,NA,7,7,3,7,7,1,1,3,NA,4,1,1,80,47656,1,3,824.78587251,BE24,BE24-2
2013,BE,476591,815.034364261168,NA,2,2013,NA,4,1939,2,2,3,BE,1,5,1,10,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,NA,2,NA,197,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,6,8,9,NA,NA,2,NA,NA,4,3,NA,NA,NA,5,5,7,9,1,1,7,NA,NA,2,1,73,47659,1,3,1816.955239,BE24,BE24-3
2013,BE,476661,815.034364261168,NA,4,2013,NA,1,1966,2,2,3,BE,2,NA,2,1,NA,NA,NA,NA,3,0 - 1,28,NA,o,NA,7,1,2,2,NA,4,22,2,2,3,2,NA,2,NA,0,1,36154,1982,0,9032,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,8,8,8,NA,3,5,NA,NA,2,8,1,8,5,6,9,8,NA,1,2,8,NA,2,1,46,47666,1,3,759.95325614,BE24,BE24-4
2013,BE,477341,815.034364261168,NA,2,2013,NA,3,1959,1,2,NA,BE,2,NA,3,1,1,NA,NA,NA,3,4,50,NA,g,NA,15,1,1,2,NA,NA,18,3,2,3,2,NA,2,NA,0,1,103440,0,0,14015,1,900,0,0,0,0,0,0,0,0,1,1,1,1,2,1,3,4,8,8,7,8,3,5,3,4,NA,6,6,7,4,7,5,8,NA,1,6,9,7,1,1,53,47734,1,5,3685.9966845,BE24,BE24-1
2013,BE,477601,815.034364261168,NA,2,2013,NA,3,1958,1,2,3,BE,2,NA,1,1,NA,NA,NA,NA,1,8,32,NA,b-e,6,13,1,NA,2,NA,NA,NA,NA,2,3,2,NA,2,NA,3810,1,31077,1245,0,34705,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,1,1,9,10,7,10,3,2,2,3,2,8,NA,7,6,7,8,9,1,1,8,NA,NA,3,1,54,47760,1,7,1660.6121514,BE24,BE24-2
2013,BE,477721,815.034364261168,NA,2,2013,NA,2,1992,1,1,1,BE,2,NA,3,6,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,16,1,2,3,2,NA,2,NA,0,1,0,0,0,16179,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,5,NA,99,8,9,3,2,2,NA,1,NA,NA,NA,4,NA,7,9,1,NA,2,NA,9,1,1,20,47772,1,2,613.87362371,BE24,BE24-1
2013,BE,478091,815.034364261168,NA,2,2013,NA,2,1932,2,4,1,BE,2,NA,2,7,NA,NA,NA,NA,NA,3,30,NA,NA,NA,NA,2,2,NA,NA,NA,15,3,2,3,2,NA,2,NA,0,1,0,0,0,3705,1,0,0,0,0,8266,0,0,0,0,1,1,1,1,2,1,1,1,10,6,7,8,3,3,5,5,3,NA,NA,8,7,5,8,8,1,1,4,8,99,2,1,80,47809,1,6,NA,BE24,BE24-3
2013,BE,478881,815.034364261168,NA,3,2013,NA,1,1936,2,2,3,EU,2,NA,5,7,NA,1,1,NA,3,2,40,NA,NA,NA,NA,1,2,NA,NA,10,22,4,1,3,2,NA,2,NA,300,1,0,0,0,13215,1,948,0,0,0,11439,0,0,0,0,1,1,1,1,1,1,1,5,6,10,7,7,2,3,2,3,3,8,NA,7,5,5,8,8,NA,1,8,7,7,3,1,76,47888,1,2,4175.0250809,BE24,BE24-3
2013,BE,479021,815.034364261168,NA,2,2013,NA,1,1959,1,2,1,BE,2,NA,5,1,NA,NA,1,NA,3,3,28,NA,k,7,3,1,NA,2,NA,NA,NA,2,2,3,2,NA,2,NA,0,1,34822,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,1,6,8,6,10,8,4,5,2,3,5,NA,NA,NA,5,7,NA,NA,1,1,NA,3,8,2,1,53,47902,1,6,1664.2539923,BE24,BE24-4
2013,BE,479081,815.034364261168,NA,2,2013,NA,2,1948,2,2,3,EU,2,NA,5,7,NA,2,NA,1,NA,0 - 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,NA,2,5,3000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,1,6,7,NA,2,6,NA,3,2,NA,NA,NA,NA,7,NA,NA,7,7,1,NA,7,NA,8,9,1,64,47908,1,6,811.38776409,BE24,BE24-3
2013,BE,479091,815.034364261168,NA,2,2013,NA,4,1970,1,2,1,BE,2,NA,5,1,1,NA,NA,NA,3,0 - 1,50,NA,k,NA,NA,1,1,2,NA,NA,25,2,2,3,2,NA,2,NA,0,1,61763,988,0,0,1,910,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,5,8,7,8,8,NA,5,3,5,1,9,3,5,3,9,2,7,1,1,5,7,8,2,1,42,47909,1,7,323.00084413,BE24,BE24-5
2013,BE,479111,815.034364261168,NA,2,2013,NA,3,1970,2,2,3,BE,2,NA,5,2,1,NA,NA,NA,3,3,40,NA,o,NA,1,1,2,2,NA,NA,18,1,2,3,2,NA,2,NA,1140,1,38565,0,0,0,1,910,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,8,8,5,6,5,4,2,3,NA,8,8,7,2,8,NA,6,1,1,7,NA,NA,2,1,42,47911,1,7,420.56610917,BE24,BE24-4
2013,BE,479451,815.034364261168,NA,2,2013,NA,2,1958,1,1,1,EU,2,NA,3,1,1,NA,NA,NA,3,9,40,NA,i,NA,NA,1,2,2,NA,NA,18,2,2,3,2,NA,2,NA,0,1,105507,5636,3086,7653,1,880,0,0,0,0,0,0,0,0,1,1,1,1,3,1,3,5,NA,9,8,7,NA,3,2,5,2,NA,9,9,NA,6,NA,8,1,1,8,5,8,3,1,54,47945,1,2,607.06923991,BE24,BE24-4
2013,BE,479551,815.034364261168,NA,2,2013,NA,1,1937,1,2,1,BE,2,NA,2,7,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,33,3,2,3,2,NA,1,NA,1320,1,0,0,0,0,1,870,0,0,0,15161,0,0,0,0,1,1,1,1,1,1,1,6,5,5,8,NA,1,3,NA,4,1,8,NA,6,0,7,6,6,1,1,6,9,8,1,1,75,47955,1,2,NA,BE24,BE24-2
2013,BE,479721,815.034364261168,NA,3,2013,NA,1,1941,1,2,1,BE,2,NA,5,7,NA,NA,2,1,3,2,NA,NA,NA,NA,NA,1,1,2,NA,NA,20,2,2,3,2,NA,2,NA,3243,1,0,0,0,20945,1,800,0,0,0,17358,0,0,0,0,1,1,1,1,1,1,1,5,NA,9,10,10,NA,2,3,5,2,8,NA,6,7,3,3,NA,NA,1,8,8,5,2,1,71,47972,1,NA,453.36103298,BE24,BE24-5
2013,BE,479751,815.034364261168,NA,2,2013,NA,4,1952,1,1,1,BE,2,NA,5,1,1,NA,NA,NA,3,2,28,NA,j,NA,13,2,2,2,NA,NA,24,1,1,3,2,NA,2,NA,0,1,70275,1885,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,1,5,7,9,8,7,3,3,2,4,NA,9,8,8,6,8,NA,9,1,1,6,NA,8,NA,1,60,47975,1,3,782.25547591,BE24,BE24-3
2013,BE,479791,815.034364261168,NA,2,2013,NA,1,1932,2,1,3,BE,2,NA,3,7,NA,NA,1,NA,NA,7,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,20,3,2,2,2,NA,2,NA,0,1,0,0,0,28425,1,880,0,0,0,6440,0,0,0,0,1,1,1,1,3,1,3,6,NA,8,4,10,3,3,4,4,2,NA,NA,7,3,8,5,7,1,1,7,7,7,4,1,80,47979,1,6,660.25762162,BE24,BE24-4
2013,BE,479861,815.034364261168,NA,2,2013,NA,4,1987,1,1,3,BE,1,2,5,5,NA,1,2,NA,NA,4,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,1,4,99,7,NA,NA,NA,3,1,3,3,NA,9,6,NA,99,NA,NA,NA,1,8,NA,NA,2,1,25,47986,1,2,756.55960959,BE24,BE24-4
2013,BE,479891,815.034364261168,NA,2,2013,NA,4,1978,2,2,1,EU,2,NA,5,1,NA,1,NA,NA,3,4,38,NA,k,NA,11,1,2,NA,NA,NA,25,1,2,3,2,NA,2,NA,0,1,30190,966,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,8,NA,6,8,2,3,4,1,4,6,8,NA,2,5,4,9,2,1,NA,8,NA,NA,1,34,47989,1,2,NA,BE24,BE24-2
2013,BE,480131,815.034364261168,NA,2,2013,NA,3,1936,2,2,1,BE,2,NA,2,7,NA,NA,2,NA,3,4,NA,NA,NA,NA,NA,1,2,NA,NA,NA,20,3,2,3,2,NA,2,NA,600,1,0,0,0,0,1,907,0,0,6653,5039,0,0,0,0,1,1,1,1,1,2,2,6,99,8,8,NA,2,3,4,3,2,NA,NA,4,6,8,7,NA,1,NA,6,9,NA,2,1,76,48013,1,2,687.78623094,BE24,BE24-1
2013,BE,480181,815.034364261168,NA,2,2013,NA,4,1947,2,2,3,BE,2,5,2,7,1,1,2,NA,3,9,NA,NA,NA,NA,NA,1,2,NA,NA,3,16,5,1,3,2,NA,1,NA,700,1,0,0,0,0,1,960,0,0,0,17428,0,0,0,0,1,1,1,2,1,1,1,1,99,8,5,8,3,4,2,4,2,NA,NA,10,3,NA,5,8,NA,1,5,3,7,2,1,65,48018,1,5,295.84314084,BE24,BE24-4
2013,BE,480231,815.034364261168,NA,2,2013,NA,4,1954,2,2,1,BE,2,NA,3,7,1,NA,NA,NA,3,3,60,NA,NA,NA,12,1,2,2,NA,NA,19,1,2,3,2,NA,2,NA,3870,1,0,0,0,47961,1,850,0,0,0,0,53143,0,0,0,1,1,1,2,2,1,3,5,10,9,8,9,4,5,4,5,1,8,6,1,NA,8,7,8,1,1,6,8,8,2,1,58,48023,1,2,649.41749565,BE24,BE24-4
2013,BE,480381,815.034364261168,NA,4,2013,NA,4,1969,1,2,3,Other,2,NA,1,1,NA,1,2,NA,2,9,NA,NA,j,NA,13,2,2,NA,NA,NA,NA,2,2,3,2,NA,2,NA,0,1,12450,443,0,18752,1,910,726,0,0,0,0,0,0,0,1,1,1,1,1,1,1,5,7,8,5,10,5,4,3,4,NA,NA,NA,8,7,5,8,4,2,1,NA,7,7,2,1,43,48038,1,7,1653.7236442,BE24,BE24-4
2013,BE,480591,815.034364261168,NA,2,2013,NA,2,1953,1,2,1,BE,2,NA,5,1,1,NA,NA,NA,3,0 - 1,25,NA,o,NA,NA,1,1,2,NA,NA,22,1,2,1,2,NA,2,8,998,1,107968,4227,0,13067,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,1,1,NA,8,10,9,3,4,3,5,2,9,NA,5,6,6,NA,8,1,1,4,99,8,NA,1,59,48059,1,3,734.21402854,BE24,BE24-5
