PB010,PB020,PB030,PB040,PB060,PB100,PB110,PB120,PB130,PB140,PB150,PB190,PB200,PB220A,PE010,PE020,PE040,PL030,PL035,PL015,PL020,PL025,PL040,PL050,PL060,PL070,PL072,PL100,PL110,PL120,PL130,PL140,PL150,PL160,PL170,PL180,PL190,PL210A,PL210B,PL210C,PL210D,PL210E,PL210F,PL210G,PL210H,PL210I,PL210J,PL210K,PL210L,PH010,PH020,PH030,PH040,PH050,PH060,PH070,PY020N,PY035N,PY070N,PY010G,PY020G,PY035G,PY050G,PY070G,PY080G,PY090G,PY100G,PY110G,PY120G,PY130G,PY140G,PY200G,PX030,PX040,PX020,PX050,PX010,DB040,NR_ITW
2004,BE,465372,927.472527472527,NA,3,2004,15,3,1958,2,2,1,BE,2,NA,3,1,1,NA,NA,NA,3,5,38,0,0,NA,g,3,1,1,2,2,NA,NA,18,2,6,1,1,1,6,3,1,2,1,2,1,2,2,3,2,NA,1,NA,0,0,1,22074,0,0,0,1,0,0,0,0,0,0,0,688,46537,1,45,2,1,BE24,BE24-1
2004,BE,465601,927.472527472527,NA,4,2004,14,2,1938,1,2,1,BE,2,NA,3,5,1,2,2,NA,3,7,38,12,0,NA,NA,NA,1,NA,NA,NA,NA,NA,14,5,5,6,5,2,6,8,5,6,6,6,2,3,2,2,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,16586,0,0,0,0,237,46560,1,65,1,1,BE24,BE24-3
2004,BE,465602,927.472527472527,NA,3,2004,12,1,1942,2,2,1,BE,2,NA,5,5,NA,1,2,1,3,2,NA,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,6,6,6,6,5,5,2,7,5,6,5,6,3,1,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,10660,0,0,0,0,898,46560,1,61,2,1,BE24,BE24-3
2004,BE,466321,927.472527472527,NA,3,2004,1,1,1977,1,1,1,BE,2,NA,3,1,NA,NA,NA,1,3,9,20,12,0,NA,o,NA,13,1,1,2,NA,NA,35,1,3,2,1,2,1,1,2,1,1,NA,1,2,1,3,2,NA,2,NA,0,0,1,24979,0,0,0,1,0,0,0,0,0,0,0,1300,46632,1,26,3,1,BE24,BE24-4
2004,BE,466322,927.472527472527,NA,4,2004,15,3,1979,2,1,NA,BE,2,NA,5,1,1,NA,NA,NA,3,5,40,12,0,NA,g,NA,12,1,2,2,NA,NA,22,1,1,1,1,1,3,1,1,1,1,1,1,1,2,2,2,NA,2,NA,1667,0,1,0,0,0,0,1,0,30046,0,0,0,0,0,466,46632,1,24,1,1,BE24,BE24-4
2004,BE,466471,927.472527472527,NA,3,2004,30,1,1923,1,2,1,BE,2,5,1,5,NA,NA,1,NA,3,7,40,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,6,6,8,5,NA,8,2,7,6,8,5,5,3,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,9488,0,0,0,0,1300,46647,1,80,4,1,BE24,BE24-2
2004,BE,466472,927.472527472527,NA,4,2004,23,3,1923,2,2,1,BE,2,NA,1,5,NA,1,2,NA,2,5,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,6,6,6,3,5,5,5,6,8,6,7,6,3,1,2,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,9575,0,0,0,0,1300,46647,1,80,1,1,BE24,BE24-2
2004,BE,466541,927.472527472527,NA,3,2004,8,2,1937,1,2,NA,BE,2,NA,NA,1,1,NA,NA,NA,1,0 - 1,45,5,0,NA,g,NA,10,1,2,2,NA,NA,20,1,1,1,1,1,1,1,1,2,NA,2,1,2,2,3,2,NA,2,NA,0,0,1,34893,0,0,0,1,0,0,1396,0,0,0,0,413,46654,1,66,2,1,BE24,BE24-1
2004,BE,466542,927.472527472527,NA,3,2004,4,3,1946,2,2,3,BE,1,NA,0,8,NA,1,NA,NA,3,NA,NA,0,0,NA,NA,NA,NA,NA,NA,2,NA,1,14,5,5,6,3,5,8,6,6,7,7,6,5,1,2,3,2,1,2,NA,1436,0,1,0,0,0,0,1,0,0,0,5721,0,0,0,543,46654,1,57,4,1,BE24,BE24-1
2004,BE,466571,927.472527472527,NA,4,2004,20,1,1940,1,2,3,BE,2,NA,2,5,1,NA,2,NA,2,5,40,12,0,NA,NA,NA,2,1,1,2,NA,NA,19,3,1,3,5,3,6,6,2,6,1,1,1,1,1,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,19511,0,0,0,0,621,46657,1,63,1,1,BE24,BE24-4
2004,BE,466572,927.472527472527,NA,4,2004,7,4,1965,2,2,1,BE,2,NA,5,1,NA,NA,NA,NA,3,0 - 1,NA,0,0,NA,f,NA,NA,1,NA,2,NA,NA,NA,2,6,8,6,6,2,6,6,8,6,6,2,1,2,3,2,1,2,NA,0,0,1,0,0,0,17043,1,0,0,0,0,0,0,0,97,46657,1,38,3,1,BE24,BE24-4
2004,BE,466631,927.472527472527,NA,4,2004,10,3,1970,1,1,1,BE,2,NA,4,1,1,NA,NA,NA,3,4,45,12,0,50,i,NA,1,1,NA,2,NA,NA,20,1,2,1,1,2,1,1,1,1,1,1,6,2,1,3,2,NA,2,NA,0,0,1,40809,0,0,0,1,0,0,0,0,0,0,0,1300,46663,1,33,2,1,BE24,BE24-3
2004,BE,466632,927.472527472527,NA,4,2004,9,2,1977,2,1,2,BE,2,NA,5,1,1,1,NA,NA,3,4,41,0,0,NA,o,NA,NA,NA,2,NA,NA,NA,17,2,3,6,1,8,5,5,2,5,6,6,6,1,2,2,2,NA,2,NA,0,0,1,16862,0,0,0,1,0,0,0,0,0,0,0,245,46663,1,26,1,1,BE24,BE24-3
2004,BE,466681,927.472527472527,NA,4,2004,40,4,1956,2,2,1,BE,1,NA,3,8,NA,2,2,NA,NA,4,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,8,7,8,7,8,8,7,8,8,7,7,8,1,2,1,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,955,46668,1,47,1,1,BE24,BE24-5
2004,BE,466682,927.472527472527,NA,4,2004,22,1,1924,2,4,1,BE,2,5,1,5,NA,1,2,NA,NA,NA,NA,0,0,NA,NA,NA,11,NA,NA,NA,NA,NA,14,6,6,5,5,6,5,6,6,5,5,6,5,1,1,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,4336,0,0,0,0,280,46668,1,79,1,1,BE24,BE24-5
2004,BE,466881,927.472527472527,NA,4,2004,13,2,1940,1,2,1,EU,2,NA,1,3,NA,NA,2,NA,3,NA,NA,0,0,NA,NA,NA,12,NA,NA,NA,NA,NA,21,NA,1,5,5,5,5,5,2,8,6,5,2,2,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,9847,0,0,0,0,0,1300,46688,1,63,4,1,BE24,BE24-5
2004,BE,466882,927.472527472527,NA,4,2004,9,4,1944,2,2,1,BE,2,NA,0,2,1,1,2,NA,3,9,24,0,12,NA,b-e,NA,13,NA,NA,2,NA,NA,19,8,6,2,6,2,6,6,8,6,NA,6,6,5,1,3,2,NA,2,NA,0,0,1,11621,0,0,0,1,0,0,0,0,0,0,0,619,46688,1,59,1,1,BE24,BE24-5
2004,BE,466921,927.472527472527,NA,4,2004,25,4,1943,1,2,1,BE,2,NA,3,5,NA,2,2,NA,3,3,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,1,5,5,2,6,6,6,2,3,6,2,2,1,2,1,2,NA,0,0,1,16777,0,0,0,1,0,0,0,0,0,0,0,1300,46692,1,60,3,1,BE24,BE24-3
2004,BE,466922,927.472527472527,NA,3,2004,12,2,1943,2,2,1,BE,2,NA,0,8,NA,2,NA,NA,NA,0 - 1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,8,7,8,7,8,7,8,8,8,7,2,1,2,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1300,46692,1,60,4,1,BE24,BE24-3
2004,BE,467221,927.472527472527,NA,4,2004,11,4,1974,1,2,1,BE,2,NA,5,1,NA,NA,NA,NA,3,2,NA,12,0,NA,l-n,NA,11,2,NA,NA,NA,4,14,2,1,6,1,1,3,2,6,1,6,1,1,1,2,2,2,NA,2,NA,0,0,1,19123,0,0,0,1,0,0,0,0,0,0,0,1300,46722,1,29,4,1,BE24,BE24-1
2004,BE,467222,927.472527472527,NA,4,2004,10,2,1975,2,1,1,BE,2,5,3,3,NA,1,1,NA,3,NA,16,0,0,NA,NA,3,NA,NA,NA,NA,NA,NA,14,8,NA,5,3,6,6,7,2,6,6,5,6,2,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,2922,0,0,0,0,0,1300,46722,1,28,4,1,BE24,BE24-1
2004,BE,467421,927.472527472527,NA,4,2004,12,2,1946,1,3,1,BE,2,3,1,1,NA,NA,NA,NA,2,0 - 1,NA,12,0,NA,k,NA,13,1,1,1,NA,NA,19,1,6,1,1,1,1,1,1,1,3,1,1,3,2,3,2,NA,2,NA,0,0,1,32705,0,0,0,1,0,0,333,0,0,0,0,400,46742,1,57,1,1,BE24,BE24-5
2004,BE,467422,927.472527472527,NA,4,2004,13,4,1946,2,4,1,BE,2,NA,2,8,NA,2,2,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,8,8,8,7,8,7,8,7,7,7,3,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,579,46742,1,57,3,1,BE24,BE24-5
2004,BE,467451,927.472527472527,NA,4,2004,10,4,1943,1,2,NA,BE,2,NA,3,1,1,NA,NA,NA,3,0 - 1,45,12,0,NA,k,NA,13,1,1,2,NA,NA,19,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,NA,2,NA,0,0,1,18970,0,0,0,1,0,0,0,27999,0,0,0,1300,46745,1,60,2,1,BE24,BE24-3
2004,BE,467452,927.472527472527,NA,3,2004,26,4,1943,2,2,3,BE,2,NA,2,8,NA,1,2,NA,3,7,NA,0,0,NA,NA,NA,NA,NA,2,NA,NA,NA,18,5,6,8,7,5,NA,5,2,5,5,8,6,2,2,2,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,1278,0,0,0,641,46745,1,60,1,1,BE24,BE24-3
2004,BE,467511,927.472527472527,NA,4,2004,14,2,1933,1,2,1,BE,2,NA,0,5,1,NA,NA,NA,3,8,40,0,0,NA,NA,NA,NA,NA,NA,2,NA,NA,18,1,1,2,1,1,1,1,3,1,6,1,2,1,2,3,2,NA,2,NA,0,0,1,1639,0,0,0,1,0,0,19549,0,0,0,0,880,46751,1,70,1,1,BE24,BE24-5
2004,BE,467512,927.472527472527,NA,3,2004,14,2,1937,2,2,1,BE,1,3,5,5,NA,2,NA,NA,NA,4,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,7,7,8,8,8,7,7,8,7,7,2,2,1,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,446,46751,1,66,1,1,BE24,BE24-5
2004,BE,467541,927.472527472527,NA,4,2004,7,4,1923,1,2,1,BE,2,NA,1,5,NA,1,2,NA,NA,8,NA,0,0,NA,NA,NA,1,1,NA,2,NA,NA,14,2,6,2,8,5,1,6,6,6,6,1,6,5,2,2,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,18468,0,0,0,0,1300,46754,1,80,1,1,BE24,BE24-4
2004,BE,467542,927.472527472527,NA,3,2004,10,3,1929,2,2,NA,BE,2,NA,3,5,1,1,NA,NA,3,4,NA,0,0,NA,NA,NA,NA,NA,2,NA,NA,NA,16,6,6,5,NA,6,5,6,5,6,5,NA,5,2,1,3,1,NA,2,NA,0,0,1,0,0,0,0,1,0,0,5656,0,0,0,0,1300,46754,1,74,1,1,BE24,BE24-4
2004,BE,467631,927.472527472527,NA,4,2004,10,1,1954,1,2,3,BE,2,NA,NA,1,1,NA,NA,NA,3,2,25,12,0,NA,b-e,NA,13,1,1,2,NA,NA,18,1,1,2,1,1,1,1,1,1,1,1,1,2,2,3,2,NA,2,NA,0,0,1,64243,0,0,0,1,0,0,0,0,0,0,0,1300,46763,1,49,4,1,BE24,BE24-5
2004,BE,467632,927.472527472527,NA,4,2004,25,4,1956,2,2,1,BE,2,NA,3,2,NA,NA,2,1,3,4,20,0,0,NA,g,NA,NA,1,NA,NA,NA,NA,16,NA,5,5,6,5,2,5,6,6,NA,5,NA,2,2,1,2,NA,2,NA,0,0,1,2963,0,0,0,1,0,0,0,6345,0,0,0,1300,46763,1,47,1,1,BE24,BE24-5
2004,BE,467911,927.472527472527,NA,4,2004,25,2,1929,1,2,NA,BE,2,NA,1,5,NA,NA,2,NA,3,8,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,5,5,5,8,6,6,NA,6,NA,1,2,1,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,9028,0,0,0,0,264,46791,1,74,1,1,BE24,BE24-1
2004,BE,467912,927.472527472527,NA,3,2004,5,1,1932,2,4,3,BE,2,NA,0,5,NA,NA,2,1,NA,6,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,2,1,6,6,6,3,6,8,8,5,2,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,7175,0,0,0,0,1300,46791,1,71,1,1,BE24,BE24-1
2004,BE,467971,927.472527472527,NA,4,2004,13,4,1961,1,NA,3,NA,2,NA,NA,NA,NA,2,NA,NA,3,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,7,7,8,8,8,7,8,8,7,7,2,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,253,46797,1,42,2,1,BE24,BE24-4
2004,BE,467972,927.472527472527,NA,4,2004,5,1,1957,2,2,3,BE,2,NA,3,1,1,NA,2,NA,3,7,75,12,0,NA,p-q,NA,13,1,NA,2,NA,NA,18,1,6,2,1,1,1,1,1,1,3,1,NA,4,2,3,2,NA,2,NA,0,0,1,46788,1280,0,0,1,0,0,0,0,0,0,0,1277,46797,1,46,1,1,BE24,BE24-4
2004,BE,468051,927.472527472527,NA,4,2004,8,4,1944,1,2,1,BE,2,NA,2,1,1,NA,NA,NA,3,0 - 1,NA,12,0,NA,p-q,NA,NA,1,1,2,NA,NA,24,1,1,2,1,1,1,1,8,1,1,1,NA,2,1,3,2,NA,2,NA,0,0,1,76791,2242,0,0,1,0,0,0,0,0,0,0,1300,46805,1,59,3,1,BE24,BE24-4
2004,BE,468052,927.472527472527,NA,4,2004,23,3,1939,2,2,1,BE,2,NA,5,5,NA,1,NA,NA,3,3,60,0,0,NA,NA,NA,NA,1,2,NA,NA,NA,19,5,6,2,5,8,6,6,2,2,NA,6,6,2,1,2,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,9210,0,0,0,0,1300,46805,1,64,3,1,BE24,BE24-4
2004,BE,468081,927.472527472527,NA,4,2004,5,4,1950,1,2,1,BE,2,NA,5,1,1,NA,NA,NA,3,9,50,12,0,NA,i,NA,13,1,1,2,NA,NA,25,6,1,1,1,1,1,1,1,1,3,3,1,2,2,3,2,NA,2,NA,0,0,1,40184,0,0,0,1,0,0,0,0,0,0,0,1300,46808,1,53,1,1,BE24,BE24-5
2004,BE,468082,927.472527472527,NA,4,2004,11,2,1950,2,5,NA,BE,2,NA,5,1,NA,1,2,NA,3,4,30,12,12,NA,j,NA,13,1,1,2,NA,NA,24,2,2,1,1,6,1,1,1,1,1,1,1,1,1,3,2,NA,2,NA,0,0,1,27780,0,0,4056,1,0,0,0,0,0,0,0,1300,46808,1,53,1,1,BE24,BE24-5
2004,BE,468371,927.472527472527,NA,4,2004,34,3,1931,1,2,3,BE,2,NA,1,5,NA,1,2,NA,3,3,NA,0,0,NA,NA,NA,13,NA,NA,2,NA,NA,20,6,6,6,6,5,6,6,3,6,6,8,5,2,1,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,17994,0,0,0,0,1300,46837,1,72,2,1,BE24,BE24-3
2004,BE,468372,927.472527472527,NA,3,2004,10,3,1935,2,4,NA,BE,1,NA,0,5,NA,2,2,NA,3,7,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,6,8,5,6,5,6,6,6,5,6,6,5,2,1,2,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,3142,0,0,0,0,1300,46837,1,68,4,1,BE24,BE24-3
2004,BE,468641,927.472527472527,NA,3,2004,29,1,1923,1,4,2,BE,2,NA,2,5,NA,NA,2,NA,3,8,NA,12,0,NA,NA,NA,11,NA,NA,NA,NA,NA,14,2,6,6,6,1,6,6,6,1,6,6,NA,3,2,1,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,17776,0,0,0,0,1300,46864,1,80,1,1,BE24,BE24-2
2004,BE,468642,927.472527472527,NA,4,2004,5,1,1923,2,4,1,BE,2,NA,0,5,NA,NA,NA,NA,3,6,38,0,0,NA,NA,NA,13,NA,NA,NA,NA,NA,18,2,1,6,3,7,6,2,2,1,5,5,NA,3,2,2,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,18145,0,0,0,0,745,46864,1,80,3,1,BE24,BE24-2
2004,BE,468651,927.472527472527,NA,4,2004,14,1,1948,1,2,1,BE,2,NA,5,1,1,NA,NA,NA,3,0 - 1,NA,12,12,NA,i,NA,NA,1,1,2,NA,NA,18,1,1,1,1,1,6,1,2,1,1,1,1,2,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,37753,0,1300,46865,1,55,3,1,BE24,BE24-4
2004,BE,468652,927.472527472527,NA,3,2004,4,3,1949,2,4,NA,Other,2,NA,5,1,1,NA,NA,NA,2,2,28,12,0,NA,l-n,6,12,NA,2,2,NA,NA,18,2,1,1,1,6,6,2,1,NA,1,NA,1,2,1,3,2,NA,2,NA,0,0,1,28455,0,0,0,1,0,0,0,0,0,0,0,1300,46865,1,54,1,1,BE24,BE24-4
2004,BE,468751,927.472527472527,NA,4,2004,5,2,1972,1,5,NA,BE,2,NA,4,1,1,NA,NA,NA,2,4,NA,0,0,NA,h,NA,13,NA,2,2,NA,NA,22,6,1,1,1,1,6,1,1,1,NA,1,1,1,1,3,2,NA,2,NA,0,0,1,34102,0,0,0,1,0,280,0,0,0,0,0,30,46875,1,31,1,1,BE24,BE24-1
2004,BE,468752,927.472527472527,NA,4,2004,25,4,1976,2,2,NA,BE,2,NA,3,1,1,NA,NA,NA,3,3,NA,12,12,NA,l-n,NA,13,2,NA,NA,NA,NA,18,1,1,3,6,NA,1,1,1,1,1,6,1,1,2,3,2,NA,2,NA,0,0,1,24207,0,0,0,1,0,0,0,0,0,0,0,1300,46875,1,27,1,1,BE24,BE24-1
2004,BE,468841,927.472527472527,NA,4,2004,20,2,1950,1,5,1,BE,2,NA,5,1,1,NA,NA,NA,3,2,40,12,0,NA,i,NA,13,NA,1,2,NA,NA,23,1,1,1,6,1,1,1,3,1,2,1,1,2,2,3,2,NA,2,NA,0,0,1,39831,0,0,0,1,0,0,0,0,0,0,0,1154,46884,1,53,4,1,BE24,BE24-4
2004,BE,468842,927.472527472527,NA,3,2004,15,3,1954,2,5,1,BE,2,3,3,2,NA,1,NA,1,NA,4,NA,0,0,NA,o,NA,13,2,NA,NA,NA,NA,20,6,NA,6,6,8,3,6,6,1,7,1,6,3,2,1,2,NA,2,NA,0,0,1,9450,0,0,0,1,0,0,0,0,0,0,0,481,46884,1,49,4,1,BE24,BE24-4
2004,BE,469351,927.472527472527,NA,4,2004,7,2,1943,1,2,1,BE,2,NA,2,6,NA,1,NA,NA,1,8,NA,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,18,6,6,6,2,6,6,1,2,6,2,1,6,4,2,2,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,11172,0,1300,46935,1,60,1,1,BE24,BE24-4
2004,BE,469352,927.472527472527,NA,3,2004,5,1,1947,2,2,1,BE,2,NA,3,1,1,NA,NA,NA,NA,0 - 1,69,12,0,56,k,NA,NA,1,1,NA,NA,NA,16,1,1,1,1,1,6,1,8,1,1,1,1,2,1,2,2,NA,2,NA,0,0,1,78113,0,0,0,1,0,0,0,0,0,0,0,1300,46935,1,56,2,1,BE24,BE24-4
2004,BE,469361,927.472527472527,NA,4,2004,20,3,1933,1,4,1,BE,2,NA,1,5,NA,1,2,NA,3,8,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,6,NA,2,2,6,6,5,5,5,5,2,1,3,2,NA,2,1,1436,0,1,0,0,0,0,1,0,0,1871,0,0,0,0,715,46936,1,70,1,1,BE24,BE24-4
2004,BE,469362,927.472527472527,NA,4,2004,4,1,1937,2,2,NA,BE,2,NA,NA,5,NA,NA,NA,NA,3,4,NA,0,0,NA,NA,NA,NA,NA,NA,2,NA,NA,16,6,6,2,5,1,2,5,6,2,2,6,5,3,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,10964,0,0,0,0,593,46936,1,66,2,1,BE24,BE24-4
2004,BE,469461,927.472527472527,NA,4,2004,15,1,1944,1,2,3,BE,1,NA,0,5,1,NA,NA,1,3,8,24,12,0,NA,NA,NA,NA,NA,1,2,NA,NA,19,1,1,1,NA,6,6,6,1,6,1,2,2,2,2,3,2,NA,2,NA,1574,0,1,0,0,0,2952,1,0,0,19016,0,0,0,0,80,46946,1,59,1,1,BE24,BE24-3
2004,BE,469462,927.472527472527,NA,3,2004,10,4,1947,2,4,NA,BE,2,NA,5,2,1,1,2,NA,1,3,24,0,0,NA,l-n,NA,NA,NA,2,NA,NA,NA,23,6,8,2,6,6,6,2,6,6,6,1,6,5,1,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,13834,0,0,0,0,190,1300,46946,1,56,4,1,BE24,BE24-3
2004,BE,469471,927.472527472527,NA,4,2004,14,1,1981,2,1,1,BE,2,NA,2,3,NA,1,NA,NA,3,NA,NA,0,0,NA,NA,NA,5,NA,NA,NA,NA,NA,15,NA,6,5,6,5,5,8,8,5,6,6,6,3,2,3,2,NA,2,NA,0,0,1,2111,0,0,0,1,0,539,0,0,0,0,0,1300,46947,1,22,1,1,BE24,BE24-4
2004,BE,469472,927.472527472527,NA,3,2004,8,4,1933,2,2,1,BE,2,NA,0,5,1,1,2,NA,3,9,NA,0,0,NA,NA,NA,NA,NA,2,2,NA,NA,NA,5,5,3,7,6,2,6,NA,8,6,6,6,2,2,2,2,NA,2,1,0,0,1,0,0,0,0,1,0,0,3611,0,0,3386,0,1300,46947,1,70,4,1,BE24,BE24-4
2004,BE,469511,927.472527472527,NA,3,2004,15,4,1938,1,2,3,BE,2,NA,3,5,NA,1,2,NA,3,9,39,12,12,NA,NA,NA,NA,1,NA,2,NA,NA,21,8,5,1,6,1,6,1,2,6,6,2,6,3,1,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,13348,0,0,0,0,1300,46951,1,65,4,1,BE24,BE24-2
2004,BE,469512,927.472527472527,NA,4,2004,15,4,1942,2,2,3,Other,1,NA,0,8,NA,1,2,NA,NA,7,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,7,8,1,8,8,8,8,8,7,8,2,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,400,46951,1,61,4,1,BE24,BE24-2
2004,BE,469541,927.472527472527,NA,4,2004,10,4,1933,1,4,2,BE,2,NA,1,5,1,NA,NA,NA,3,8,40,12,0,NA,NA,NA,NA,NA,NA,2,NA,NA,16,6,NA,6,6,5,6,2,2,6,6,6,1,1,2,3,2,NA,1,NA,0,0,1,0,0,0,0,1,0,0,13818,0,0,0,0,1300,46954,1,70,1,1,BE24,BE24-3
2004,BE,469542,927.472527472527,NA,4,2004,17,4,1931,2,1,2,BE,2,NA,1,5,1,NA,NA,NA,NA,NA,28,12,0,NA,NA,NA,NA,NA,2,2,2,NA,22,6,6,1,2,5,6,4,6,2,2,8,6,5,1,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,17447,0,0,0,0,1300,46954,1,72,4,1,BE24,BE24-3
2004,BE,469881,927.472527472527,NA,4,2004,37,2,1974,1,1,3,BE,2,NA,5,1,NA,NA,2,NA,3,2,NA,0,0,NA,l-n,NA,NA,1,2,2,NA,NA,18,6,1,6,6,6,6,5,2,6,1,6,1,3,2,3,2,NA,2,NA,0,0,1,17734,0,0,0,1,0,0,0,0,0,0,0,481,46988,1,29,1,1,BE24,BE24-5
2004,BE,469882,927.472527472527,NA,4,2004,22,2,1979,2,1,1,EU,2,NA,3,3,NA,NA,NA,NA,3,5,60,12,12,NA,NA,NA,NA,1,2,2,NA,NA,16,3,5,1,1,2,1,1,5,6,2,1,4,2,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,24722,0,0,0,0,0,29,46988,1,24,2,1,BE24,BE24-5
2004,BE,469971,927.472527472527,NA,3,2004,14,3,1944,1,2,1,BE,1,NA,0,5,NA,1,2,NA,3,8,NA,0,0,NA,NA,3,NA,NA,NA,NA,NA,NA,22,5,2,5,2,1,6,1,6,6,6,6,6,3,2,1,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,18817,0,0,0,0,559,46997,1,59,2,1,BE24,BE24-2
2004,BE,469972,927.472527472527,NA,4,2004,21,4,1947,2,2,1,BE,2,NA,3,9,1,1,NA,NA,NA,9,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,8,8,7,8,7,7,8,8,8,8,8,7,2,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,217,46997,1,56,3,1,BE24,BE24-2
2004,BE,470021,927.472527472527,NA,4,2004,6,2,1923,1,2,1,BE,2,5,5,5,NA,1,2,NA,2,0 - 1,NA,12,0,NA,NA,3,NA,2,NA,NA,NA,NA,14,5,2,NA,8,5,6,8,6,6,5,6,6,3,2,3,2,NA,1,NA,0,0,1,0,0,0,0,1,0,0,10843,0,0,0,0,1300,47002,1,80,4,1,BE24,BE24-2
2004,BE,470022,927.472527472527,NA,4,2004,5,3,1923,2,2,1,BE,2,5,3,5,NA,2,NA,NA,NA,4,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,7,7,7,8,8,7,8,8,8,1,2,2,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1300,47002,1,80,1,1,BE24,BE24-2
2004,BE,470161,927.472527472527,NA,4,2004,9,2,1960,2,1,1,BE,2,NA,3,1,1,1,NA,NA,3,0 - 1,NA,12,0,NA,j,NA,12,1,NA,NA,NA,NA,21,1,2,6,1,1,6,1,3,1,1,NA,1,2,1,3,2,NA,2,3,0,0,1,22660,0,0,0,1,0,0,0,0,0,0,0,950,47016,1,43,1,1,BE24,BE24-3
2004,BE,470162,927.472527472527,NA,4,2004,18,2,1984,2,1,1,BE,1,NA,3,4,NA,1,2,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,7,8,8,8,7,8,8,7,8,7,8,7,3,1,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1300,47016,1,19,3,1,BE24,BE24-3
2004,BE,470191,927.472527472527,NA,4,2004,10,2,1946,1,5,1,BE,2,NA,5,1,1,NA,NA,NA,3,0 - 1,36,12,0,NA,o,NA,13,1,2,2,NA,NA,23,3,1,1,3,1,1,1,1,6,1,1,1,3,2,3,2,NA,2,NA,0,0,1,46366,0,0,0,1,0,0,0,0,0,0,0,1300,47019,1,57,3,1,BE24,BE24-3
