PB010,PB020,PB030,PB040,PB060,PB100,PB110,PB120,PB130,PB140,PB150,PB190,PB200,PB220A,PE010,PE020,PE040,PL031,PL035,PL015,PL020,PL025,PL040,PL050,PL051,PL060,PL100,PL111,PL120,PL130,PL140,PL150,PL160,PL170,PL180,PL190,PH010,PH020,PH030,PH040,PH050,PH060,PH070,PY020N,PY035N,PY010G,PY020G,PY021G,PY030G,PY031G,PY035G,PY050G,PY080G,PY090G,PY100G,PY110G,PY120G,PY130G,PY140G,PY200G,PX010,PX020,PX030,PX040,PX050,PT005,PT010,PT020,PT030,PT040,PT050,PT060,PT070,PT080,PT090,PT100,PT110,PT120,PT130,PT140,PT150,PT160,PT170,PT180,PT190,PT200,PT210,DB040,NR_ITW
2011,BE,628962,722.75494672755,NA,2,2011,4,1,1960,2,2,3,BE,2,NA,3,1,1,NA,NA,NA,2,41,5,40,NA,i,NA,NA,1,1,2,NA,NA,19,NA,2,3,2,NA,2,NA,1392,1,34673,0,0,12711,1,0,0,0,0,0,0,0,0,0,1,1,50,62896,1,2,0,1,2,2,2,NA,NA,1,1955,NA,1,1,2,NA,2,4,NA,NA,2,2,1,2,BE25,BE25-4
2011,BE,628963,722.75494672755,NA,1,2011,6,4,1987,1,1,3,BE,2,NA,5,1,1,NA,NA,NA,2,91,2,38,NA,q,NA,NA,NA,2,NA,NA,NA,19,1,2,3,2,NA,2,NA,0,1,29998,675,0,15625,1,0,0,0,0,0,0,0,0,0,1,1,23,62896,1,6,650.3021,NA,NA,NA,2,1929,1,NA,1937,1,1,NA,NA,1,1,NA,5,NA,NA,NA,5,1,BE25,BE25-4
2011,BE,628964,722.75494672755,NA,2,2011,7,1,1989,2,1,3,BE,2,NA,3,5,1,1,1,NA,3,71,NA,NA,NA,NA,NA,5,1,NA,NA,NA,NA,17,1,1,2,2,NA,2,NA,0,1,7466,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,21,62896,1,6,0,NA,NA,1,NA,1935,1,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,NA,BE25,BE25-4
2011,BE,629001,722.75494672755,NA,1,2011,8,2,1969,1,2,1,Other,2,NA,3,1,1,NA,NA,NA,3,83,7,38,NA,i,NA,11,1,2,2,NA,NA,21,1,NA,3,2,NA,2,NA,1210,1,30336,0,0,0,1,0,0,0,0,0,0,0,0,153,1,1,41,62900,1,NA,0,1,5,1,2,NA,1,NA,1926,NA,NA,3,NA,2,NA,7,1,NA,5,2,4,1,BE25,BE25-3
2011,BE,629002,722.75494672755,NA,2,2011,13,2,1974,2,2,1,BE,2,NA,3,1,NA,NA,NA,1,3,82,3,NA,NA,g,NA,NA,NA,NA,NA,NA,NA,14,2,2,2,1,NA,2,1,0,1,9212,356,0,0,1,0,0,0,0,0,0,0,0,0,1,1,36,62900,1,7,0,NA,NA,3,3,NA,NA,1,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,4,2,1,BE25,BE25-3
2011,BE,629181,722.75494672755,NA,2,2011,13,4,1973,1,5,NA,BE,2,NA,3,3,1,NA,NA,NA,3,24,6,40,NA,l-n,NA,13,1,1,2,NA,NA,20,2,2,3,2,NA,1,NA,0,1,0,0,0,6332,1,0,116567,0,0,0,0,0,0,0,1,1,37,62918,1,2,634.2361,NA,2,3,2,1919,2,1,NA,1,1,3,0,NA,2,3,5,NA,NA,4,5,2,BE25,BE25-3
2011,BE,629184,722.75494672755,NA,1,2011,7,2,1974,2,1,3,BE,2,NA,6,2,NA,1,NA,NA,3,71,4,NA,NA,b-e,NA,NA,1,2,NA,NA,NA,22,4,2,2,2,NA,2,1,0,1,12125,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,36,62918,1,7,2086.699,NA,NA,3,NA,1921,NA,NA,NA,NA,1,1,NA,NA,NA,4,NA,NA,NA,4,1,NA,BE25,BE25-3
2011,BE,629281,722.75494672755,NA,2,2011,25,2,1971,1,2,1,BE,2,NA,5,1,1,1,NA,NA,3,23,4,37,NA,b-e,NA,8,1,NA,2,NA,NA,26,2,1,3,2,NA,1,NA,0,1,29136,2939,1213,6968,1,0,0,0,0,0,0,0,0,0,1,1,39,62928,1,6,830.5748,1,NA,4,NA,NA,NA,1,1933,1,NA,2,NA,NA,2,7,NA,NA,4,4,NA,NA,BE25,BE25-5
2011,BE,629282,722.75494672755,NA,3,2011,13,1,1971,2,5,2,BE,2,NA,3,2,1,NA,NA,NA,3,32,5,19,3,g,NA,12,1,1,2,NA,2,16,2,2,3,2,NA,2,5,0,1,16614,4709,0,0,1,0,10909,0,0,0,0,3815,0,0,1,1,39,62928,1,5,892.0621,1,2,1,1,1948,1,1,1935,1,1,1,2,4,1,7,1,2,NA,NA,5,1,BE25,BE25-5
2011,BE,629291,722.75494672755,NA,2,2011,7,2,1975,1,2,3,Other,2,NA,3,1,1,NA,NA,NA,3,52,9,NA,NA,j,7,13,1,NA,2,NA,NA,25,1,2,NA,2,NA,NA,NA,0,1,28969,2868,652,0,1,0,0,0,0,0,0,0,0,0,1,1,35,62929,1,2,264.6233,1,2,NA,2,1931,NA,NA,1959,1,2,NA,2,1,NA,7,NA,NA,NA,5,4,1,BE25,BE25-3
2011,BE,629292,722.75494672755,NA,3,2011,7,2,1976,2,5,1,BE,2,NA,3,3,NA,NA,2,NA,NA,22,3,NA,NA,r-u,NA,NA,1,NA,NA,NA,NA,NA,2,1,3,2,NA,NA,NA,0,1,0,0,0,0,1,0,447,0,0,0,0,0,0,0,1,1,34,62929,1,6,0,NA,NA,NA,NA,1929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA,BE25,BE25-3
2011,BE,629581,722.75494672755,NA,1,2011,17,2,1965,1,5,1,BE,2,NA,5,1,1,NA,NA,NA,3,42,3,38,NA,f,NA,12,1,2,NA,NA,NA,28,2,2,3,2,NA,2,NA,0,1,28144,1168,0,0,1,0,0,0,0,0,0,0,0,0,1,1,45,62958,1,2,593.6525,NA,2,2,1,1962,2,1,NA,NA,4,2,1,2,2,NA,5,NA,NA,2,NA,1,BE25,BE25-4
2011,BE,629582,722.75494672755,NA,2,2011,9,2,1970,2,5,1,BE,2,NA,3,8,NA,1,NA,NA,3,12,9,NA,NA,NA,NA,3,NA,2,2,NA,1,27,4,2,3,2,NA,2,1,0,1,0,0,0,6400,1,0,0,0,0,0,0,0,17954,0,1,1,40,62958,1,7,0,1,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,NA,NA,4,2,NA,NA,NA,NA,2,BE25,BE25-4
2011,BE,629671,722.75494672755,NA,1,2011,26,2,1978,1,1,1,BE,2,NA,5,1,1,NA,NA,NA,3,12,2,2,NA,q,7,NA,1,2,2,NA,NA,22,2,2,2,2,NA,2,5,0,1,23918,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,32,62967,1,2,0,NA,2,NA,NA,1955,1,1,NA,1,1,1,1,2,NA,5,5,NA,NA,NA,4,1,BE25,BE25-5
2011,BE,629672,722.75494672755,NA,2,2011,7,1,1979,2,1,1,BE,2,NA,4,1,1,NA,NA,NA,3,41,3,40,NA,q,NA,NA,1,2,2,NA,NA,18,NA,2,3,2,NA,2,NA,1540,1,30863,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,31,62967,1,7,846.9862,2,NA,NA,NA,1931,NA,NA,1935,NA,4,NA,1,1,1,NA,NA,NA,7,5,1,2,BE25,BE25-5
2011,BE,629901,722.75494672755,NA,2,2011,5,1,1966,1,1,1,BE,2,NA,3,1,NA,NA,NA,1,3,41,7,40,NA,b-e,NA,9,1,2,2,NA,NA,21,1,2,3,2,NA,2,NA,0,1,13443,0,0,2727,1,0,0,0,35049,0,0,0,0,0,1,1,44,62990,1,3,974.9512,1,2,NA,1,1934,1,1,1953,1,1,2,1,2,2,2,5,NA,4,5,3,1,BE25,BE25-2
2011,BE,629902,722.75494672755,NA,1,2011,7,1,1972,2,2,3,BE,1,NA,2,10,1,2,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,2,NA,2,NA,1100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,38,62990,1,4,1711.928,NA,NA,NA,NA,1942,NA,4,1940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,BE25,BE25-2
2011,BE,629903,722.75494672755,NA,3,2011,21,1,1994,2,NA,3,NA,1,4,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,NA,1,NA,0,1,0,0,0,12868,1,0,0,0,0,0,0,0,0,0,1,1,16,62990,1,7,837.1164,NA,NA,1,NA,NA,4,NA,1930,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE25,BE25-2
2011,BE,629981,722.75494672755,NA,2,2011,9,2,1974,1,NA,NA,BE,2,NA,NA,NA,1,NA,NA,NA,3,23,NA,40,NA,NA,NA,11,1,1,2,NA,NA,18,2,2,3,2,NA,2,NA,0,1,33063,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,36,62998,1,7,807.8186,1,2,NA,NA,NA,1,1,1924,1,1,2,NA,NA,1,2,5,NA,NA,4,4,NA,BE25,BE25-2
2011,BE,629984,722.75494672755,NA,2,2011,NA,2,1979,2,1,3,BE,2,NA,2,2,NA,NA,1,NA,3,51,9,NA,NA,o,NA,NA,1,1,NA,NA,NA,16,3,2,3,2,NA,2,NA,0,1,18523,0,0,16787,1,0,0,0,0,0,0,0,0,0,1,1,31,62998,1,2,0,1,NA,1,NA,1956,NA,NA,NA,1,1,1,NA,NA,NA,NA,5,NA,1,4,4,1,BE25,BE25-2
2011,BE,630061,722.75494672755,NA,3,2011,13,4,1971,1,1,1,BE,2,NA,3,3,NA,1,NA,1,3,91,6,NA,NA,a,NA,NA,NA,2,NA,NA,NA,NA,2,2,3,2,NA,1,1,0,1,0,0,0,9811,1,0,6986,0,0,0,0,0,0,0,1,1,39,63006,1,3,0,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,-1,NA,NA,NA,5,NA,NA,4,NA,NA,BE25,BE25-4
2011,BE,630062,722.75494672755,NA,2,2011,16,3,1977,2,1,3,EU,2,NA,3,1,NA,NA,NA,NA,3,34,9,38,NA,p,NA,13,1,1,NA,NA,NA,23,2,2,3,2,NA,2,8,0,1,23290,422,0,0,1,0,0,0,0,0,0,0,0,0,1,1,33,63006,1,7,1825.528,1,2,NA,2,1923,NA,1,NA,1,1,2,2,1,1,8,1,NA,NA,5,4,1,BE25,BE25-4
2011,BE,630081,722.75494672755,NA,2,2011,5,3,1975,1,2,1,Other,2,NA,2,1,1,NA,NA,NA,3,24,8,50,NA,h,NA,13,1,1,2,NA,NA,24,2,1,3,2,NA,2,NA,0,1,70451,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,35,63008,1,2,1779.424,1,3,2,1,1937,NA,1,1937,1,1,3,1,1,2,7,2,2,NA,3,NA,1,BE25,BE25-1
2011,BE,630084,722.75494672755,NA,1,2011,8,1,1979,2,1,3,BE,2,NA,5,1,1,NA,NA,NA,3,12,3,40,NA,q,NA,13,NA,2,2,NA,NA,20,1,2,3,2,NA,2,NA,1703,1,37366,2081,1296,0,1,0,0,0,0,0,0,0,0,0,1,1,31,63008,1,2,919.351,1,3,4,1,1941,1,1,1927,1,NA,1,1,1,2,7,5,2,NA,5,5,NA,BE25,BE25-1
2011,BE,630401,722.75494672755,NA,2,2011,12,2,1975,2,1,1,BE,2,NA,3,1,1,NA,NA,NA,3,81,9,37,NA,g,NA,13,1,1,1,NA,NA,18,2,2,3,2,NA,2,3,0,1,48939,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,35,63040,1,6,833.8083,1,2,4,2,NA,1,1,1953,1,1,1,1,2,2,NA,NA,2,NA,5,NA,1,BE25,BE25-1
2011,BE,630404,722.75494672755,NA,1,2011,18,3,1968,1,2,1,BE,2,NA,2,5,1,1,NA,1,3,23,NA,70,NA,NA,NA,NA,1,1,NA,NA,NA,18,2,2,3,2,NA,2,NA,0,1,0,0,0,15608,1,0,0,0,16564,0,0,0,0,0,1,1,42,63040,1,6,0,NA,NA,NA,2,1927,NA,NA,NA,1,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,1,BE25,BE25-1
2011,BE,630451,722.75494672755,NA,1,2011,33,3,1963,1,2,1,BE,2,NA,2,1,1,NA,NA,NA,3,31,9,NA,NA,q,NA,13,1,1,2,NA,NA,19,2,2,3,2,NA,NA,NA,0,1,27362,4658,0,9700,1,0,0,0,0,0,0,0,0,0,1,1,47,63045,1,NA,646.2211,1,3,1,NA,1931,1,NA,NA,NA,1,NA,-1,NA,NA,NA,5,NA,4,NA,5,2,BE25,BE25-4
2011,BE,630452,722.75494672755,NA,1,2011,22,3,1966,2,2,3,BE,2,NA,5,2,NA,NA,NA,NA,3,52,5,NA,NA,g,NA,11,2,NA,2,NA,NA,18,2,2,3,2,NA,2,NA,0,1,11887,0,0,0,1,0,0,0,3092,0,0,0,0,207,1,1,44,63045,1,7,0,1,NA,1,NA,1938,NA,1,1919,2,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,1,BE25,BE25-4
2011,BE,630453,722.75494672755,NA,2,2011,15,1,1991,2,1,1,BE,2,NA,2,5,NA,NA,NA,NA,3,12,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,26,4,2,3,2,NA,2,NA,1470,1,0,0,0,0,1,0,0,0,11002,0,0,0,0,0,1,1,19,63045,1,7,0,1,NA,NA,NA,1937,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,1,BE25,BE25-4
2011,BE,630454,722.75494672755,NA,1,2011,9,2,1994,1,NA,1,NA,2,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,2,2,3,2,NA,2,NA,0,1,0,0,0,10720,1,0,0,0,0,0,0,0,0,0,1,1,16,63045,1,7,0,NA,NA,1,1,1920,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,-1,NA,NA,BE25,BE25-4
2011,BE,630521,722.75494672755,NA,1,2011,9,3,1975,1,1,3,BE,2,NA,3,3,1,NA,NA,NA,3,24,6,38,NA,a,NA,13,1,1,2,NA,NA,16,2,2,3,2,NA,2,NA,0,1,54230,0,0,11000,1,0,2,0,0,0,0,0,0,0,1,1,35,63052,1,7,1139.332,1,3,NA,2,1933,1,2,1958,NA,1,1,1,NA,2,3,1,2,NA,4,5,1,BE25,BE25-2
2011,BE,630522,722.75494672755,NA,1,2011,15,1,1975,2,2,2,BE,1,NA,5,1,1,NA,NA,NA,2,32,2,60,NA,q,NA,12,1,2,2,NA,NA,18,2,2,3,2,NA,2,5,0,1,54258,2673,2029,0,1,0,0,0,0,0,0,0,0,0,1,1,35,63052,1,6,556.3587,1,3,1,1,1940,1,1,1949,1,1,2,2,1,2,NA,1,NA,NA,NA,NA,1,BE25,BE25-2
2011,BE,630711,722.75494672755,NA,2,2011,12,1,1963,1,2,1,BE,2,NA,3,3,1,1,2,1,3,51,7,NA,NA,f,NA,NA,2,2,NA,1,NA,21,3,1,2,2,NA,2,NA,1739,1,0,0,0,0,1,0,14418,0,0,0,0,0,0,0,1,1,47,63071,1,6,784.3632,NA,NA,NA,NA,NA,1,1,1936,2,1,NA,NA,NA,NA,7,1,NA,NA,3,4,1,BE25,BE25-4
2011,BE,630712,722.75494672755,NA,2,2011,20,4,1964,2,2,3,BE,2,NA,5,3,1,NA,NA,NA,3,12,7,55,NA,l-n,NA,13,1,1,2,NA,2,25,2,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,43453,0,0,0,0,0,0,0,1,1,46,63071,1,7,779.4487,1,2,2,2,1929,1,1,1941,1,1,3,3,1,2,3,NA,2,4,-1,5,1,BE25,BE25-4
2011,BE,630713,722.75494672755,NA,2,2011,13,4,1988,2,1,NA,BE,1,5,3,6,NA,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,3,2,NA,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,22,63071,1,6,0,NA,NA,3,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,7,NA,NA,NA,NA,2,NA,BE25,BE25-4
2011,BE,630714,722.75494672755,NA,2,2011,6,1,1989,1,1,1,BE,1,5,3,6,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,2,2,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,21,63071,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,2,NA,NA,NA,NA,NA,2,NA,NA,BE25,BE25-4
2011,BE,630841,722.75494672755,NA,1,2011,22,2,1973,1,5,1,BE,1,NA,3,8,NA,NA,1,NA,3,41,9,50,NA,NA,NA,13,1,2,NA,NA,NA,16,3,2,3,2,NA,2,NA,0,1,0,0,0,9649,1,0,0,0,0,0,0,0,13877,0,1,1,37,63084,1,5,0,NA,NA,NA,NA,1944,2,NA,1948,1,2,1,NA,1,NA,NA,NA,NA,NA,4,4,1,BE25,BE25-3
2011,BE,630842,722.75494672755,NA,1,2011,20,2,1974,2,2,1,Other,2,NA,5,2,1,1,2,NA,3,74,5,38,NA,k,NA,13,2,2,NA,NA,NA,16,1,1,3,2,NA,2,NA,0,1,9573,0,0,12190,1,0,0,0,2528,0,0,0,0,0,1,1,36,63084,1,7,0,NA,2,1,NA,1901,1,NA,1956,NA,1,1,NA,3,NA,7,5,NA,NA,NA,2,NA,BE25,BE25-3
2011,BE,630891,722.75494672755,NA,2,2011,7,1,1975,1,2,1,BE,2,NA,5,3,1,NA,NA,NA,3,51,6,40,NA,a,NA,13,2,2,2,NA,NA,20,2,1,3,2,NA,2,NA,0,1,0,0,0,0,1,0,30247,0,0,0,0,0,0,0,1,1,35,63089,1,2,974.3188,1,NA,NA,2,NA,1,1,1956,NA,1,NA,2,1,NA,NA,1,NA,NA,NA,5,NA,BE25,BE25-5
2011,BE,630894,722.75494672755,NA,1,2011,18,2,1979,2,1,1,BE,2,NA,4,1,1,NA,NA,NA,3,23,3,18,NA,NA,NA,13,2,1,2,NA,NA,21,2,2,3,2,NA,2,NA,0,1,34387,1551,0,0,1,0,0,0,0,0,0,0,0,0,1,1,31,63089,1,3,1814.072,1,2,1,2,1948,1,1,1930,1,1,1,1,1,2,NA,NA,NA,9,NA,5,1,BE25,BE25-5
2011,BE,631031,722.75494672755,NA,2,2011,16,4,1970,1,2,3,BE,2,NA,5,1,1,1,NA,NA,3,22,2,22,NA,p,5,13,1,2,2,NA,NA,21,2,2,3,2,NA,2,NA,0,1,39269,2,0,0,1,0,0,0,6561,0,0,0,0,0,1,1,40,63103,1,7,1000.869,1,2,2,1,1924,1,4,1938,1,1,3,1,1,2,2,3,2,NA,4,6,1,BE25,BE25-4
2011,BE,631032,722.75494672755,NA,2,2011,12,2,1971,2,2,1,BE,2,NA,5,1,1,NA,NA,NA,3,81,2,50,NA,p,3,1,1,2,NA,NA,3,26,3,2,3,2,NA,2,NA,0,1,31945,1581,379,0,1,0,0,0,0,0,0,0,0,0,1,1,39,63103,1,7,504.6387,1,2,NA,NA,NA,NA,1,1935,1,1,3,-1,1,2,NA,5,NA,NA,6,NA,2,BE25,BE25-4
2011,BE,631201,722.75494672755,NA,1,2011,7,1,1969,1,2,3,BE,2,NA,5,1,1,NA,NA,NA,3,NA,4,38,NA,k,NA,13,1,2,2,NA,NA,18,3,2,2,2,NA,2,NA,0,1,29174,2555,1370,0,1,0,0,0,0,0,0,0,0,0,1,1,41,63120,1,7,612.5909,NA,NA,4,2,1934,2,NA,1951,1,1,1,2,1,2,NA,5,NA,NA,4,5,1,BE25,BE25-5
2011,BE,631202,722.75494672755,NA,2,2011,9,2,1969,2,2,3,BE,2,NA,3,1,NA,1,NA,NA,3,13,9,40,NA,i,NA,1,1,2,NA,NA,NA,20,5,2,3,2,NA,1,NA,0,1,19183,1358,838,5450,1,0,0,0,0,0,0,0,0,0,1,1,41,63120,1,7,0,1,NA,4,NA,1926,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,3,NA,BE25,BE25-5
2011,BE,631203,722.75494672755,NA,2,2011,13,1,1994,2,NA,1,NA,2,3,NA,NA,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,16,63120,1,6,0,NA,NA,NA,NA,1910,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,BE25,BE25-5
2011,BE,631205,722.75494672755,NA,2,2011,13,3,1991,2,1,3,BE,1,3,3,5,NA,1,2,NA,NA,91,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,19,63120,1,7,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,4,NA,NA,BE25,BE25-5
2011,BE,631281,722.75494672755,NA,2,2011,14,1,1962,1,2,1,BE,2,NA,1,1,NA,1,NA,NA,3,13,7,NA,NA,b-e,NA,NA,1,2,NA,NA,NA,15,2,1,3,2,NA,2,NA,1900,1,19211,1529,0,0,1,0,0,0,0,0,0,0,0,0,1,1,48,63128,1,2,0,NA,2,3,2,1920,NA,NA,NA,NA,1,NA,1,NA,2,NA,5,NA,8,NA,NA,2,BE25,BE25-3
2011,BE,631282,722.75494672755,NA,1,2011,7,4,1963,2,2,1,BE,2,NA,3,1,NA,NA,NA,NA,3,71,5,NA,NA,g,NA,13,1,2,NA,NA,NA,20,2,2,3,2,NA,2,NA,2220,1,30354,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,47,63128,1,2,1173.744,1,2,NA,2,NA,1,1,1939,1,1,1,2,3,NA,NA,2,NA,NA,5,5,1,BE25,BE25-3
2011,BE,631283,722.75494672755,NA,1,2011,4,4,1989,2,1,3,BE,2,5,3,6,1,2,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,21,63128,1,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,NA,NA,NA,NA,4,6,NA,BE25,BE25-3
2011,BE,631284,722.75494672755,NA,1,2011,14,4,1991,1,1,3,BE,1,NA,2,6,NA,NA,2,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,2,2,3,2,NA,2,NA,0,1,0,0,0,4095,1,0,0,0,0,0,0,0,0,0,1,1,19,63128,1,6,0,NA,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,BE25,BE25-3
2011,BE,631511,722.75494672755,NA,2,2011,10,2,1967,1,2,1,BE,2,NA,3,1,1,NA,NA,NA,3,34,3,35,NA,b-e,NA,1,1,1,NA,NA,NA,25,1,2,3,2,NA,2,NA,0,1,40202,0,0,18262,1,0,0,0,2227,0,0,0,0,0,1,1,43,63151,1,2,0,1,2,2,1,1930,1,1,1938,2,NA,1,1,1,1,NA,NA,NA,2,5,4,1,BE25,BE25-2
2011,BE,631512,722.75494672755,NA,2,2011,15,2,1971,2,2,3,BE,2,NA,3,2,NA,2,NA,1,3,34,4,NA,NA,b-e,NA,13,1,2,2,NA,NA,20,3,2,3,2,NA,2,5,0,1,12854,0,0,533,1,0,0,0,0,0,0,0,0,0,1,1,39,63151,1,5,680.68,1,2,2,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,BE25,BE25-2
2011,BE,631513,722.75494672755,NA,2,2011,6,1,1993,1,NA,1,BE,1,NA,NA,NA,NA,2,NA,NA,NA,82,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,NA,2,NA,0,1,0,0,0,18214,1,0,0,0,0,0,0,0,0,0,1,1,17,63151,1,2,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE25,BE25-2
2011,BE,631531,722.75494672755,NA,1,2011,11,1,1962,1,5,3,BE,2,NA,5,1,1,1,NA,NA,3,24,2,42,NA,p,NA,13,1,2,2,NA,1,23,2,1,2,2,NA,2,NA,0,1,30175,0,0,6738,1,0,0,0,0,0,0,0,0,0,1,1,48,63153,1,7,0,NA,2,NA,1,1952,1,NA,1931,1,1,-1,1,2,NA,4,5,NA,NA,4,NA,1,BE25,BE25-3
2011,BE,631532,722.75494672755,NA,2,2011,11,4,1969,2,2,3,BE,2,NA,5,1,1,NA,NA,NA,3,NA,5,45,NA,NA,NA,12,1,2,2,NA,NA,21,2,2,3,2,NA,2,NA,0,1,58549,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,41,63153,1,2,756.8879,NA,2,2,2,1930,NA,1,1949,2,1,1,-1,1,1,NA,1,2,9,6,5,NA,BE25,BE25-3
2011,BE,631601,722.75494672755,NA,2,2011,18,1,1962,1,2,1,BE,2,NA,5,1,1,NA,NA,NA,3,42,3,36,NA,b-e,NA,12,1,1,2,NA,NA,NA,1,2,3,2,NA,2,NA,0,1,35983,464,0,0,1,0,0,0,0,0,0,0,0,0,1,1,48,63160,1,2,828.1266,1,2,3,1,1927,1,1,1944,1,2,NA,1,1,NA,NA,NA,NA,NA,4,1,1,BE25,BE25-4
2011,BE,631602,722.75494672755,NA,3,2011,12,4,1962,2,2,3,BE,2,NA,3,1,1,1,NA,NA,3,23,3,38,NA,o,6,3,1,NA,2,NA,NA,19,1,2,3,2,NA,2,NA,0,1,30737,992,0,0,1,0,0,0,0,0,0,0,0,0,1,1,48,63160,1,2,929.89,1,NA,NA,2,1936,1,1,1946,1,1,2,1,2,NA,NA,1,NA,NA,1,5,NA,BE25,BE25-4
2011,BE,631603,722.75494672755,NA,1,2011,14,3,1989,1,1,3,BE,2,NA,4,1,1,NA,NA,NA,3,13,7,50,NA,f,NA,6,1,2,1,NA,NA,19,2,2,3,1,NA,2,NA,0,1,15168,2993,648,0,1,0,0,0,0,0,0,0,0,0,1,1,21,63160,1,7,4901.487,NA,NA,NA,NA,1953,NA,NA,NA,NA,NA,2,1,1,2,4,2,NA,NA,5,5,NA,BE25,BE25-4
2011,BE,631604,722.75494672755,NA,2,2011,9,4,1990,1,1,1,BE,2,5,4,6,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,30,3,2,2,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,20,63160,1,2,1536.733,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,4,NA,1,BE25,BE25-4
2011,BE,631621,722.75494672755,NA,2,2011,17,2,1969,1,NA,3,BE,2,NA,NA,NA,1,NA,NA,NA,3,72,NA,38,NA,NA,NA,NA,NA,2,2,NA,3,21,2,2,NA,2,NA,2,NA,0,1,27549,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,41,63162,1,2,1088.111,1,2,1,1,1911,NA,2,1948,1,3,3,NA,NA,NA,7,5,NA,NA,NA,4,NA,BE25,BE25-3
