PB010,PB020,PB030,PB040,PB060,PB100,PB110,PB120,PB130,PB140,PB150,PB190,PB200,PB220A,PE010,PE020,PE040,PL031,PL035,PL015,PL020,PL025,PL040,PL050,PL060,PL100,PL120,PL130,PL140,PL150,PL160,PL170,PL180,PL190,PL210A,PL210B,PL210C,PL210D,PL210E,PL210F,PL210G,PL210H,PL210I,PL210J,PL210K,PL210L,PH010,PH020,PH030,PH040,PH050,PH060,PH070,PY020N,PY035N,PY010G,PY020G,PY021G,PY030G,PY031G,PY035G,PY050G,PY080G,PY090G,PY100G,PY110G,PY120G,PY130G,PY140G,PY200G,PA010,PA020,PA030,PA040,PA050,PA060,PA070,PA080,PA090,PA100,PA110,PA120,PA130,PA140,PA150,PA160,pl030,pl030_f,pl070,pl070_f,pl072,pl072_f,pl110_f,PY070N,PY070G,PX030,PX040,PL051,PX020,PX050,PX010,PL110,PL111,DB040,NR_ITW
2010,BE,559171,698.361823361823,NA,2,2010,12,4,1930,1,2,1,BE,2,NA,1,7,1,1,2,NA,3,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,5,6,2,8,6,5,6,3,5,6,5,1,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,12160,0,0,0,0,1,1,NA,NA,NA,2,3,2,NA,3,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,55917,1,NA,79,2,1,NA,NA,BE25,BE25-2
2010,BE,559431,698.361823361823,NA,2,2010,12,1,1943,2,2,3,BE,2,NA,1,7,1,2,NA,NA,3,7,NA,NA,NA,13,1,1,2,NA,NA,NA,6,6,2,8,6,6,6,4,6,2,5,2,2,1,3,2,NA,2,NA,0,1,0,0,0,13912,1,0,0,0,0,16752,0,0,0,0,1,NA,1,NA,NA,NA,NA,2,2,NA,NA,5,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,55943,1,NA,66,2,1,NA,NA,BE25,BE25-2
2010,BE,559641,698.361823361823,NA,2,2010,15,3,1929,1,1,2,BE,2,NA,2,7,NA,1,2,NA,1,7,NA,NA,NA,NA,1,2,2,NA,NA,18,6,8,6,6,1,6,6,6,5,6,2,6,2,1,1,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,16778,0,0,0,0,1,NA,1,NA,NA,2,2,2,2,1,1,29,NA,NA,15,70,NA,NA,NA,NA,NA,NA,NA,NA,1,0,55964,1,NA,80,6,1,NA,NA,BE25,BE25-4
2010,BE,559831,698.361823361823,NA,2,2010,14,2,1979,2,1,3,BE,2,NA,3,3,1,1,2,NA,NA,0 - 1,NA,NA,NA,NA,NA,2,NA,NA,NA,25,7,5,1,6,8,6,8,6,5,6,5,6,5,1,2,2,NA,2,NA,0,1,0,0,0,0,1,0,2787,0,0,0,0,0,0,0,1,5,1,2,NA,2,1,NA,1,1,NA,NA,1,4,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,1,0,55983,1,NA,30,3,1,NA,g,BE25,BE25-1
2010,BE,559921,698.361823361823,NA,2,2010,6,4,1967,1,1,1,BE,2,NA,4,1,1,1,NA,NA,3,4,19,NA,NA,13,1,2,2,NA,NA,22,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,2,NA,2,NA,0,1,47761,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,NA,NA,NA,2,2,NA,NA,NA,5,5,4,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,1,0,55992,1,NA,42,2,1,NA,h,BE25,BE25-2
2010,BE,559941,698.361823361823,NA,2,2010,24,3,1929,2,4,3,BE,2,NA,3,7,NA,1,NA,NA,3,0 - 1,NA,NA,4,NA,1,NA,NA,NA,NA,16,3,5,2,2,8,2,6,6,1,8,5,1,4,2,3,2,NA,1,NA,0,1,0,0,0,0,1,0,0,0,0,7308,0,0,0,0,1,NA,1,NA,NA,NA,NA,4,2,1,NA,12,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,55994,1,NA,80,7,1,NA,NA,BE25,BE25-4
2010,BE,560901,698.361823361823,NA,1,2010,14,4,1929,2,4,1,BE,2,NA,1,7,NA,1,2,1,3,8,NA,NA,NA,NA,1,NA,NA,NA,NA,18,5,6,6,2,7,2,5,2,6,2,6,8,2,1,2,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,12330,0,0,0,0,1,NA,NA,NA,NA,NA,2,NA,NA,1,NA,21,NA,30,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,1,0,56090,1,NA,80,2,1,NA,NA,BE25,BE25-3
2010,BE,560971,698.361823361823,NA,1,2010,6,3,1929,2,4,3,BE,2,NA,3,10,1,1,2,NA,3,NA,19,NA,NA,NA,NA,2,NA,NA,NA,16,2,6,6,6,1,6,3,6,6,5,8,6,2,2,3,2,NA,2,NA,0,1,0,0,0,6702,1,0,0,0,0,17272,0,0,0,0,1,5,NA,2,NA,2,NA,NA,NA,1,NA,21,15,NA,10,100,NA,NA,NA,NA,NA,NA,NA,NA,1,0,56097,1,NA,80,2,1,NA,NA,BE25,BE25-4
2010,BE,561101,698.361823361823,NA,2,2010,31,3,1985,2,1,1,Other,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,8,7,8,8,6,8,7,7,8,8,8,7,1,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,1,2,NA,2,NA,2,2,3,NA,NA,NA,56,NA,20,0,NA,NA,NA,NA,NA,NA,NA,1,0,56110,1,NA,24,2,1,NA,NA,BE25,BE25-3
2010,BE,561141,698.361823361823,NA,1,2010,5,1,1929,1,4,1,BE,2,NA,2,7,1,1,NA,NA,1,0 - 1,NA,NA,3,NA,2,2,2,NA,NA,20,2,6,5,2,6,6,6,5,3,6,2,6,4,2,1,2,NA,2,NA,0,1,0,0,0,12002,1,0,0,0,17454,0,0,0,0,0,1,5,1,3,NA,NA,NA,2,2,1,NA,9,10,80,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,1,0,56114,1,NA,80,6,1,NA,NA,BE25,BE25-3
2010,BE,561301,698.361823361823,NA,1,2010,11,2,1940,1,5,3,BE,2,NA,5,7,NA,1,1,NA,3,2,NA,NA,NA,NA,2,NA,NA,NA,NA,16,3,7,6,8,6,1,3,6,6,7,1,6,2,2,3,2,NA,2,NA,0,1,0,0,0,13695,1,0,0,0,0,12587,0,0,0,0,1,1,1,1,NA,NA,2,NA,NA,1,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,56130,1,NA,69,6,1,NA,NA,BE25,BE25-2
2010,BE,561321,698.361823361823,NA,2,2010,15,1,1929,2,5,1,BE,2,NA,3,7,NA,1,2,NA,NA,0 - 1,NA,NA,NA,NA,1,2,2,NA,NA,19,7,6,3,2,8,3,6,8,3,5,5,8,3,1,1,2,NA,2,NA,0,1,0,0,0,4310,1,0,0,0,0,11284,0,0,0,0,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,1,0,56132,1,NA,80,7,1,NA,NA,BE25,BE25-4
2010,BE,561331,698.361823361823,NA,2,2010,4,3,1929,2,4,3,BE,2,NA,0,7,NA,1,2,NA,NA,9,NA,NA,NA,NA,NA,2,2,NA,NA,20,2,8,6,6,6,6,1,6,6,6,5,8,3,1,3,2,NA,2,NA,0,1,0,0,0,16370,1,0,0,0,0,13760,0,0,0,0,1,1,NA,NA,NA,NA,2,2,NA,1,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,56133,1,NA,80,2,1,NA,NA,BE25,BE25-3
2010,BE,561371,698.361823361823,NA,1,2010,12,4,1929,1,4,3,BE,1,NA,2,7,NA,NA,NA,NA,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,6,8,8,8,5,1,6,8,8,5,5,5,4,1,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,14356,0,0,0,0,1,NA,1,1,NA,1,2,2,2,1,NA,51,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,1,0,56137,1,NA,80,2,1,NA,NA,BE25,BE25-2
2010,BE,561711,698.361823361823,NA,2,2010,10,2,1954,1,2,3,BE,1,NA,3,1,1,NA,NA,NA,3,4,99,NA,NA,1,1,2,2,NA,NA,24,2,3,2,3,1,2,1,1,1,1,1,1,1,1,3,2,NA,2,NA,0,1,42288,3138,755,7678,1,0,0,0,0,0,0,0,0,0,1,5,1,2,NA,2,3,2,1,1,NA,18,8,16,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,1,0,56171,1,NA,55,2,1,NA,o,BE25,BE25-2
2010,BE,561831,698.361823361823,NA,1,2010,28,1,1970,2,2,1,BE,2,NA,3,2,NA,1,NA,NA,3,5,NA,NA,NA,NA,2,2,NA,NA,NA,NA,5,8,8,1,6,5,8,1,2,1,6,5,2,2,3,2,NA,1,NA,715,1,9626,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,NA,3,NA,4,2,2,1,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,56183,1,NA,39,2,1,NA,i,BE25,BE25-4
2010,BE,561871,698.361823361823,NA,2,2010,8,2,1955,1,2,1,BE,2,NA,5,1,1,NA,NA,NA,3,3,38,NA,NA,13,2,1,2,NA,NA,26,1,2,2,6,2,1,1,1,1,1,1,1,3,1,3,2,NA,2,NA,0,1,53513,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,1,2,NA,2,2,2,2,1,1,NA,0,25,10,150,NA,NA,NA,NA,NA,NA,NA,NA,1,0,56187,1,NA,54,2,1,NA,b-e,BE25,BE25-1
2010,BE,561891,698.361823361823,NA,1,2010,29,4,1963,2,2,1,BE,2,NA,5,3,1,NA,2,NA,3,4,38,NA,NA,7,1,1,NA,NA,NA,17,1,6,1,1,1,6,2,1,1,1,8,1,1,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,-3981,0,0,29307,0,0,0,0,1,5,1,NA,2,NA,NA,2,2,1,1,NA,NA,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,56189,1,NA,46,6,1,NA,g,BE25,BE25-4
2010,BE,561971,698.361823361823,NA,2,2010,12,2,1969,1,1,3,BE,2,NA,5,2,1,NA,NA,NA,3,2,32,24,NA,NA,1,1,2,NA,NA,24,8,1,1,3,1,1,1,1,1,1,1,1,1,2,1,2,NA,2,NA,0,1,35201,0,0,11844,1,0,0,0,0,0,0,0,0,0,1,5,1,NA,NA,NA,2,3,3,1,1,33,1,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,1,0,56197,1,NA,40,2,1,NA,i,BE25,BE25-4
2010,BE,561991,698.361823361823,NA,1,2010,5,2,1980,2,1,2,BE,2,4,1,8,NA,2,2,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,7,7,7,7,8,7,8,7,7,8,8,8,2,2,3,2,NA,2,NA,840,1,0,0,0,10089,1,0,0,0,0,0,0,0,0,0,1,1,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,20,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,1,0,56199,1,NA,29,7,1,NA,NA,BE25,BE25-1
2010,BE,562321,698.361823361823,NA,2,2010,27,4,1932,1,1,3,BE,2,NA,1,7,1,1,2,NA,3,7,NA,NA,NA,NA,1,2,NA,NA,4,14,6,7,8,6,3,6,5,5,7,7,6,8,4,1,1,2,NA,2,NA,0,1,0,0,0,17491,1,0,0,0,0,12043,0,0,0,0,1,5,1,NA,NA,3,NA,1,NA,3,NA,NA,NA,10,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,56232,1,NA,77,2,1,NA,NA,BE25,BE25-3
2010,BE,562501,698.361823361823,NA,2,2010,4,4,1935,2,4,1,BE,1,5,1,10,NA,1,2,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,6,7,8,8,7,8,8,7,7,8,8,7,4,2,2,2,NA,2,NA,0,1,0,0,0,17035,1,0,0,0,0,0,0,0,0,0,1,6,1,2,NA,NA,2,2,NA,2,NA,NA,NA,40,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,56250,1,NA,74,5,1,NA,NA,BE25,BE25-2
2010,BE,562531,698.361823361823,NA,2,2010,15,4,1929,1,4,1,BE,2,NA,2,7,NA,2,2,NA,3,7,NA,NA,NA,NA,1,NA,2,NA,NA,22,5,8,6,5,5,8,5,6,5,8,3,2,2,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,9037,0,0,0,0,1,NA,1,1,2,2,NA,2,2,1,NA,NA,NA,80,6,20,0,NA,NA,NA,NA,NA,NA,NA,1,0,56253,1,NA,80,2,1,NA,NA,BE25,BE25-4
2010,BE,562601,698.361823361823,NA,2,2010,7,1,1929,2,4,1,BE,2,5,1,7,1,2,2,NA,3,7,NA,NA,NA,NA,1,2,NA,NA,10,20,2,6,6,8,7,8,6,5,5,2,6,6,1,1,2,2,NA,2,NA,840,1,0,0,0,0,1,0,0,0,0,6756,0,0,0,0,1,5,NA,NA,NA,NA,2,NA,NA,1,NA,21,NA,2,5,100,NA,NA,NA,NA,NA,NA,NA,NA,1,0,56260,1,NA,80,7,1,NA,NA,BE25,BE25-1
2010,BE,562761,698.361823361823,NA,1,2010,17,2,1980,2,2,3,BE,2,NA,5,1,1,NA,NA,NA,3,2,15,NA,NA,12,1,2,2,NA,NA,23,1,1,1,2,1,1,1,6,1,5,6,2,4,2,3,2,NA,2,NA,0,1,27403,948,0,0,1,0,0,0,0,0,0,0,0,0,1,5,NA,2,NA,NA,NA,2,3,1,NA,NA,8,25,12,340,20,NA,NA,NA,NA,NA,NA,NA,1,0,56276,1,NA,29,6,1,NA,p,BE25,BE25-3
2010,BE,562801,698.361823361823,NA,1,2010,20,2,1960,2,2,2,BE,2,NA,3,8,NA,NA,2,NA,3,4,19,NA,NA,NA,NA,NA,2,NA,NA,NA,2,5,5,6,5,6,6,6,2,8,6,8,1,2,2,2,NA,1,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6160,0,1,5,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,10,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,1,0,56280,1,NA,49,7,1,NA,NA,BE25,BE25-4
2010,BE,563021,698.361823361823,NA,2,2010,7,3,1940,2,2,3,BE,2,NA,5,7,NA,1,NA,NA,3,2,18,NA,NA,6,1,2,2,NA,NA,18,2,2,1,1,1,1,6,1,1,6,1,2,1,2,3,2,NA,2,NA,0,1,0,0,0,12504,1,0,0,0,0,26779,0,0,0,0,1,1,1,NA,2,NA,NA,2,2,1,NA,NA,NA,1,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,1,0,56302,1,NA,69,7,1,NA,NA,BE25,BE25-4
2010,BE,563631,698.361823361823,NA,2,2010,37,2,1961,1,5,1,BE,2,NA,3,3,NA,NA,NA,NA,3,9,22,NA,NA,13,1,2,2,NA,NA,23,1,2,1,3,1,6,1,1,1,1,1,1,1,2,3,2,NA,2,NA,1440,1,0,0,0,0,1,0,101577,0,0,0,0,0,0,0,1,6,1,3,NA,2,2,NA,1,1,NA,10,8,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,1,0,56363,1,NA,48,6,1,NA,l-n,BE25,BE25-3
2010,BE,563641,698.361823361823,NA,2,2010,11,1,1989,1,1,3,BE,2,NA,3,4,NA,NA,2,NA,NA,3,NA,NA,NA,NA,1,2,NA,NA,NA,29,5,6,2,5,8,2,5,8,6,5,4,5,1,2,3,2,NA,2,NA,0,1,4715,0,0,8528,1,0,7036,0,0,0,0,0,0,0,1,NA,NA,1,NA,2,2,2,NA,NA,1,35,NA,25,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,1,0,56364,1,NA,20,2,1,NA,q,BE25,BE25-3
2010,BE,563731,698.361823361823,NA,2,2010,6,4,1989,1,1,1,BE,2,NA,5,4,NA,1,NA,NA,3,3,20,NA,NA,NA,1,NA,2,NA,NA,16,8,6,7,6,6,6,6,5,6,8,1,5,2,1,2,2,NA,2,NA,0,1,0,0,0,17423,1,0,11802,0,0,0,0,0,0,0,1,1,1,3,NA,1,NA,2,NA,1,NA,NA,NA,99,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,1,0,56373,1,NA,20,5,1,NA,q,BE25,BE25-2
2010,BE,564141,698.361823361823,NA,2,2010,11,3,1957,2,2,3,BE,2,NA,3,1,NA,NA,NA,NA,3,9,38,NA,NA,13,1,2,2,NA,NA,21,6,5,2,3,6,5,1,6,2,1,1,1,1,2,3,2,NA,2,NA,0,1,26176,1488,0,0,1,0,0,0,0,0,0,0,0,0,1,5,NA,2,NA,NA,2,NA,NA,2,1,38,5,2,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,1,0,56414,1,NA,52,6,1,NA,o,BE25,BE25-4
2010,BE,564681,698.361823361823,NA,1,2010,8,3,1962,1,5,3,BE,2,NA,5,1,1,NA,NA,NA,3,3,25,NA,NA,13,1,2,2,NA,NA,22,1,1,1,1,1,1,1,3,1,1,1,1,1,2,2,2,NA,2,NA,0,1,40021,2428,0,4751,1,0,0,0,0,0,0,0,0,0,1,5,1,3,NA,3,2,1,2,1,NA,NA,NA,7,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,1,0,56468,1,NA,47,2,1,NA,l-n,BE25,BE25-1
2010,BE,564791,698.361823361823,NA,2,2010,10,1,1950,2,2,1,BE,2,NA,1,1,1,NA,NA,NA,3,8,NA,NA,NA,12,NA,1,2,NA,NA,18,1,1,2,1,1,6,1,1,1,1,3,1,1,2,3,2,NA,2,NA,0,1,49629,2093,0,3442,1,0,0,0,0,0,0,1441,0,0,1,1,1,2,NA,NA,1,2,2,1,NA,20,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,56479,1,NA,59,7,1,NA,g,BE25,BE25-2
2010,BE,564801,698.361823361823,NA,1,2010,53,3,1956,1,2,3,BE,2,NA,3,7,1,1,NA,NA,3,4,44,NA,NA,13,1,2,2,NA,NA,21,1,1,2,1,1,1,1,1,5,1,2,6,1,2,3,2,NA,2,NA,0,1,0,0,0,22650,1,0,0,0,36327,0,0,0,0,0,1,NA,1,1,NA,NA,1,2,2,1,NA,13,10,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,1,0,56480,1,NA,53,7,1,NA,NA,BE25,BE25-3
2010,BE,564871,698.361823361823,NA,1,2010,6,3,1983,2,1,1,Other,2,NA,2,5,1,1,2,NA,NA,9,NA,NA,NA,NA,1,2,NA,NA,NA,NA,5,5,5,6,7,8,1,8,6,2,8,6,2,1,3,2,NA,2,NA,0,1,0,0,0,18825,1,0,0,0,5977,0,0,0,0,0,1,1,1,1,NA,2,2,NA,NA,1,NA,NA,NA,NA,35,300,NA,NA,NA,NA,NA,NA,NA,NA,1,0,56487,1,NA,26,7,1,NA,NA,BE25,BE25-3
2010,BE,565221,698.361823361823,NA,2,2010,4,4,1962,1,2,2,BE,2,NA,5,1,1,NA,NA,NA,3,2,37,NA,NA,13,1,1,2,NA,NA,16,1,3,1,1,1,1,3,1,2,5,1,2,1,2,3,2,NA,2,NA,0,1,27555,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,NA,2,2,NA,1,2,2,2,NA,32,5,15,NA,500,0,NA,NA,NA,NA,NA,NA,NA,1,0,56522,1,NA,47,7,1,NA,p,BE25,BE25-1
2010,BE,565401,698.361823361823,NA,2,2010,21,1,1937,2,2,2,BE,2,NA,1,7,NA,2,2,NA,3,6,40,NA,NA,NA,2,NA,NA,NA,NA,12,5,5,8,8,6,7,8,5,8,5,5,1,5,2,1,2,NA,2,NA,0,1,0,0,0,11020,1,0,0,0,0,12073,0,0,0,0,1,5,NA,2,NA,NA,2,NA,3,1,1,7,NA,15,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,1,0,56540,1,NA,72,2,1,NA,NA,BE25,BE25-3
2010,BE,565461,698.361823361823,NA,2,2010,27,2,1978,1,1,3,BE,2,NA,3,1,1,NA,2,NA,3,7,39,NA,NA,NA,1,2,NA,NA,NA,24,2,6,5,6,6,1,1,5,2,1,1,1,1,2,3,2,NA,2,NA,0,1,28346,781,781,0,1,0,0,0,0,0,0,0,0,0,1,5,1,3,2,NA,2,NA,NA,1,NA,3,8,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,56546,1,NA,31,6,1,NA,b-e,BE25,BE25-3
2010,BE,565491,698.361823361823,NA,1,2010,2,3,1968,2,2,3,BE,2,NA,3,2,1,1,1,NA,3,9,NA,NA,7,NA,1,2,NA,NA,NA,20,1,6,2,6,3,6,2,2,5,1,1,2,4,2,3,2,NA,2,NA,0,1,17425,0,0,18047,1,0,0,0,1058,0,0,0,0,0,1,4,NA,NA,NA,2,2,NA,1,1,NA,NA,12,84,5,50,NA,NA,NA,NA,NA,NA,NA,NA,1,0,56549,1,NA,41,6,1,NA,q,BE25,BE25-3
2010,BE,565641,698.361823361823,NA,2,2010,35,3,1933,2,4,1,BE,2,NA,0,10,1,1,2,NA,3,9,45,NA,NA,NA,1,2,2,NA,NA,19,2,6,6,5,6,6,6,6,2,2,8,2,2,1,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,19873,0,0,0,0,1,NA,1,3,NA,NA,NA,2,1,1,NA,30,1,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,1,0,56564,1,NA,76,2,1,NA,NA,BE25,BE25-2
2010,BE,565821,698.361823361823,NA,1,2010,13,2,1950,2,2,3,BE,2,NA,3,2,1,1,2,NA,3,2,38,NA,NA,NA,1,2,2,NA,1,18,6,6,6,6,3,2,6,6,6,2,6,2,1,2,3,2,NA,2,NA,0,1,16253,0,0,0,1,0,0,0,3487,0,0,0,0,0,1,NA,1,2,NA,2,2,2,2,1,2,38,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,1,0,56582,1,NA,59,2,1,NA,o,BE25,BE25-4
2010,BE,565901,698.361823361823,NA,2,2010,26,2,1944,2,2,1,BE,2,NA,1,10,NA,1,NA,NA,2,NA,NA,NA,6,NA,1,2,NA,NA,NA,14,5,6,6,6,3,8,5,6,2,5,5,6,3,2,2,2,NA,2,NA,800,1,0,0,0,0,1,0,0,0,0,0,9860,0,0,0,1,5,NA,2,NA,NA,3,NA,NA,2,NA,NA,NA,40,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,1,0,56590,1,NA,65,6,1,NA,NA,BE25,BE25-4
2010,BE,565941,698.361823361823,NA,2,2010,8,4,1942,1,5,1,EU,2,NA,1,7,1,NA,2,NA,3,7,38,NA,4,NA,1,2,NA,NA,NA,20,5,2,6,1,6,2,2,3,1,6,8,6,2,2,2,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,19181,0,0,0,0,1,5,NA,NA,NA,2,4,2,NA,1,NA,4,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,56594,1,NA,67,7,1,NA,NA,BE25,BE25-5
2010,BE,565991,698.361823361823,NA,1,2010,10,4,1983,1,2,3,BE,2,NA,5,1,NA,2,2,NA,3,2,NA,NA,NA,NA,NA,2,NA,NA,NA,20,1,6,8,2,8,6,6,6,2,3,2,2,3,2,3,2,NA,2,NA,1200,1,19205,0,0,7165,1,0,0,0,0,0,0,0,0,0,1,2,NA,2,NA,NA,NA,2,NA,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,56599,1,NA,26,5,1,NA,p,BE25,BE25-3
2010,BE,566391,698.361823361823,NA,2,2010,5,3,1956,1,1,3,BE,2,NA,3,1,1,NA,NA,NA,NA,0 - 1,52,NA,NA,13,1,1,2,NA,NA,25,6,1,1,1,1,3,1,1,1,6,1,6,1,2,3,2,NA,2,NA,0,1,25212,0,0,0,1,0,13154,0,0,0,0,0,0,0,1,1,1,2,NA,NA,2,2,2,NA,1,21,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,56639,1,NA,53,2,1,NA,h,BE25,BE25-1
2010,BE,566392,698.361823361823,NA,2,2010,25,3,1959,2,1,3,EU,2,NA,3,1,1,1,NA,NA,3,9,40,NA,NA,13,1,1,2,NA,NA,23,1,1,1,1,2,1,1,1,1,1,1,3,2,1,3,2,NA,2,NA,0,1,51337,0,0,10130,1,0,0,0,0,0,0,0,0,0,1,5,NA,3,NA,1,2,NA,NA,1,NA,9,NA,3,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,1,0,56639,1,NA,50,7,1,NA,q,BE25,BE25-1
2010,BE,566431,698.361823361823,NA,1,2010,7,4,1944,1,2,1,BE,2,NA,NA,7,1,NA,1,NA,3,0 - 1,NA,NA,NA,7,2,1,1,NA,NA,21,6,6,6,1,6,5,5,8,6,2,6,6,2,2,2,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,15056,0,0,0,0,1,5,NA,NA,NA,NA,2,NA,2,1,NA,46,NA,70,NA,250,120,NA,NA,NA,NA,NA,NA,NA,1,0,56643,1,NA,65,7,1,NA,NA,BE25,BE25-1
2010,BE,566432,698.361823361823,NA,1,2010,14,4,1947,2,2,3,BE,2,NA,2,7,1,1,2,NA,3,4,35,NA,NA,NA,1,2,NA,NA,1,14,1,2,2,1,2,1,6,2,6,5,2,1,3,1,3,2,NA,2,NA,0,1,0,0,0,13846,1,0,0,0,0,21167,0,0,0,0,1,5,1,2,2,2,2,2,2,2,NA,25,3,5,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,1,0,56643,1,NA,62,2,1,NA,NA,BE25,BE25-1
2010,BE,566521,698.361823361823,NA,2,2010,12,4,1956,1,5,3,BE,2,NA,1,5,1,1,2,1,1,8,NA,NA,NA,NA,1,2,NA,NA,NA,14,5,8,6,2,7,5,8,8,6,8,8,1,2,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,2106,0,0,0,0,0,1,5,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,56652,1,NA,53,6,1,NA,NA,BE25,BE25-3
2010,BE,566522,698.361823361823,NA,1,2010,13,1,1954,2,5,3,BE,2,NA,2,2,1,NA,2,NA,4,9,NA,NA,NA,13,NA,2,NA,7,NA,19,6,6,6,6,6,6,1,6,6,2,5,5,2,2,3,2,NA,2,NA,500,1,17942,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,1,3,NA,NA,2,NA,2,1,NA,NA,NA,25,0,80,NA,NA,NA,NA,NA,NA,NA,NA,1,0,56652,1,NA,55,6,1,NA,q,BE25,BE25-3
2010,BE,566551,698.361823361823,NA,2,2010,10,4,1978,1,1,1,BE,2,NA,3,1,1,NA,NA,NA,3,4,50,NA,NA,13,1,2,2,NA,NA,17,3,1,2,3,1,1,1,1,6,1,2,1,1,2,3,2,NA,2,NA,0,1,39074,0,0,12504,1,0,0,0,0,0,0,0,0,0,1,NA,1,3,NA,NA,2,3,NA,1,NA,29,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,56655,1,NA,31,7,1,NA,b-e,BE25,BE25-4
2010,BE,566552,698.361823361823,NA,2,2010,13,3,1981,2,2,1,BE,2,NA,5,2,1,NA,2,NA,3,2,32,NA,NA,NA,NA,NA,2,NA,4,17,5,1,2,8,2,2,2,6,5,8,8,1,3,2,3,2,NA,2,NA,0,1,17603,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,1,NA,NA,NA,NA,NA,NA,1,NA,2,NA,15,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,1,0,56655,1,NA,28,2,1,NA,q,BE25,BE25-4
